day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
2023-01-01,1.9000000000000001,173.1,6.171428571428572,0.39999999999999997,5.8,8.1,1.0,1.0,,,,,1.0,
2023-01-02,2.6,1.4,5.957142857142857,0.08571428571428566,6.7,8.9,1.0,1.0,,,,,,
2023-01-03,2.8000000000000003,1097.4,7.528571428571429,2.9285714285714284,7.6,11.2,1.0,1.0,1.0,,1.0,,1.0,
2023-01-04,3.6,211.2,7.857142857142857,0.9857142857142858,8.9,11.6,1.0,,1.0,,,,1.0,
2023-01-05,3.733333333333333,36.1,1.5857142857142859,-0.31428571428571433,7.6,11.2,1.0,,,,,,1.0,
2023-01-06,3.0666666666666664,22.0,0.7428571428571429,-2.9,6.7,10.3,1.0,,,,,,,
2023-01-07,2.533333333333333,0.0,-0.05714285714285716,-3.057142857142857,5.8,8.1,,,,,,,1.0,
2023-01-08,2.4333333333333336,0.0,0.6571428571428573,-3.6571428571428575,6.7,8.5,1.0,,,,,,,
2023-01-09,3.9,0.8,4.942857142857143,-4.014285714285714,7.2,11.2,1.0,,,,,,1.0,
2023-01-10,2.1666666666666665,0.0,8.085714285714285,-0.6428571428571426,6.3,8.5,1.0,,,,,,1.0,
2023-01-11,1.5333333333333332,0.0,10.714285714285714,1.9,6.7,8.9,1.0,,,,,,1.0,
2023-01-12,6.266666666666667,0.0,7.457142857142857,1.8285714285714287,12.5,17.4,1.0,1.0,,,,,1.0,
2023-01-13,6.2,8.7,2.0714285714285716,-2.2714285714285714,11.2,15.7,1.0,,,,,1.0,,
2023-01-14,3.0666666666666664,0.0,-0.5571428571428572,-4.385714285714285,6.3,11.2,,,,,,,,
2023-01-15,5.633333333333333,0.0,4.214285714285714,-3.757142857142857,10.3,14.8,,,,,,,,
2023-01-16,6.2,18.9,9.614285714285714,1.642857142857143,11.6,17.9,1.0,,,,,,,
2023-01-17,6.3999999999999995,205.0,9.928571428571429,2.871428571428571,11.6,17.0,1.0,,,,,,1.0,
2023-01-18,4.466666666666666,26.0,4.214285714285714,1.9857142857142858,12.5,17.4,1.0,,,1.0,,,,
2023-01-19,4.2,500.7,4.942857142857142,1.4285714285714286,9.8,14.3,1.0,,,,,,1.0,
2023-01-20,5.033333333333333,145.4,2.557142857142857,-0.8571428571428571,9.4,13.4,1.0,,,,,,,
2023-01-21,3.4333333333333336,0.8,0.0,-2.242857142857143,6.7,10.3,,,,,,,,
2023-01-22,2.1666666666666665,43.8,0.4714285714285714,-2.5714285714285716,6.3,7.6,1.0,,,,,,1.0,
2023-01-23,5.333333333333333,50.3,-0.1285714285714286,-5.771428571428571,9.8,13.9,1.0,,,,1.0,1.0,,
2023-01-24,3.033333333333333,0.0,1.8285714285714287,-3.1285714285714286,7.6,10.3,,,,,,,,
2023-01-25,3.3000000000000003,242.29999999999998,1.3571428571428572,-1.1,6.7,9.8,1.0,,,,,,1.0,
2023-01-26,4.8999999999999995,241.29999999999998,0.2571428571428571,-7.1571428571428575,8.9,12.1,1.0,,,,,,1.0,
2023-01-27,6.766666666666667,32.3,1.1142857142857143,-10.671428571428573,16.5,22.4,1.0,1.0,,,,1.0,1.0,
2023-01-28,3.3333333333333335,63.7,0.08571428571428573,-7.442857142857143,7.6,10.7,1.0,1.0,,1.0,,1.0,1.0,
2023-01-29,4.8,230.29999999999998,-0.9428571428571428,-7.5,8.9,11.6,1.0,,,1.0,,1.0,,
2023-01-30,4.5,17.8,-5.8999999999999995,-13.5,8.1,10.7,1.0,,,,,,,
2023-01-31,2.8000000000000003,0.0,-10.200000000000001,-17.17142857142857,6.3,8.1,,,,,,,,
2023-02-01,4.233333333333333,0.0,-4.642857142857143,-15.814285714285715,8.9,12.5,,,,,,,,
2023-02-02,6.066666666666666,0.0,0.014285714285714315,-12.5,12.5,16.5,,,,,,,,
2023-02-03,3.6666666666666665,0.0,-7.671428571428572,-17.414285714285715,10.7,13.9,,,,,,,,
2023-02-04,6.266666666666667,0.0,1.7571428571428567,-13.142857142857142,10.7,15.2,,,,,,,,
2023-02-05,4.666666666666667,0.0,5.542857142857143,-4.085714285714286,9.8,14.3,,,,,,,,
2023-02-06,4.266666666666667,0.0,7.514285714285715,-5.828571428571428,11.6,20.1,1.0,,,,,,1.0,
2023-02-07,5.633333333333333,0.0,10.171428571428573,-2.3428571428571425,11.6,17.9,,,,,,,,
2023-02-08,1.5999999999999999,0.0,5.8,-3.6142857142857143,5.4,7.2,,,,,,,,
2023-02-09,5.5,708.1,6.5,0.07142857142857155,11.2,15.2,1.0,,,,,,1.0,
2023-02-10,4.333333333333333,494.6,4.5,-2.1,8.1,11.2,1.0,,,,,,1.0,
2023-02-11,3.3666666666666667,0.0,6.8,-5.114285714285714,7.6,10.7,,,,,,,,
2023-02-12,3.533333333333333,0.0,10.142857142857142,-2.7142857142857144,7.2,10.7,,,,,,,,
2023-02-13,3.733333333333333,0.0,11.2,0.07142857142857152,8.9,12.1,,,,,,,,
2023-02-14,6.133333333333333,10.2,11.885714285714286,0.4,16.1,24.6,1.0,,,,,,,
2023-02-15,7.133333333333333,311.5,11.457142857142856,1.5,17.4,25.0,1.0,,,,,,,1.0
2023-02-16,7.466666666666668,44.7,3.485714285714286,-2.8000000000000003,13.4,17.9,1.0,1.0,,1.0,1.0,1.0,,
2023-02-17,5.133333333333333,574.2,-1.542857142857143,-7.571428571428571,10.3,13.4,,,,,,,,
2023-02-18,5.466666666666666,0.5,4.7,-5.185714285714285,9.4,14.8,,,,,,,,
2023-02-19,6.0,0.0,9.857142857142858,1.7428571428571427,11.6,16.1,,,,,,,1.0,
2023-02-20,2.766666666666667,0.0,8.5,-1.6285714285714286,7.2,10.3,,,,,,,,
2023-02-21,5.3999999999999995,0.0,6.357142857142857,-3.7714285714285714,14.3,19.7,,,,,,,,
2023-02-22,6.333333333333333,129.0,1.9857142857142858,-0.7,10.7,15.2,1.0,,,,,1.0,,
2023-02-23,6.5,1387.7,3.957142857142857,-3.2142857142857144,13.4,20.1,1.0,1.0,,,,1.0,1.0,
2023-02-24,3.533333333333333,4.1,-0.18571428571428575,-7.585714285714286,7.2,9.4,1.0,,,,,,,
2023-02-25,3.966666666666667,63.7,2.0428571428571427,-4.242857142857143,8.1,11.6,,,,,,,,
2023-02-26,2.8000000000000003,0.0,7.714285714285714,-2.3285714285714287,6.3,8.5,1.0,,,,,,1.0,
2023-02-27,6.633333333333333,997.8,13.557142857142859,1.3571428571428572,14.8,22.4,1.0,,1.0,,,,,1.0
2023-02-28,3.3333333333333335,479.4,10.571428571428571,2.857142857142857,8.9,12.1,,,,,,,,
2023-03-01,3.9,213.1,12.528571428571428,2.6999999999999997,9.4,14.8,1.0,,,,,,1.0,
2023-03-02,4.166666666666667,0.0,6.642857142857143,0.7285714285714286,8.1,11.6,,,,,,,,
2023-03-03,5.833333333333333,1.1,3.414285714285714,-0.08571428571428567,13.9,18.8,1.0,,,,,,1.0,
2023-03-04,3.0,111.2,8.014285714285714,-1.942857142857143,7.6,11.2,1.0,,,,,,1.0,
2023-03-05,3.266666666666667,53.7,8.642857142857142,-1.157142857142857,9.4,11.6,1.0,1.0,,,,,1.0,
2023-03-06,4.1000000000000005,168.1,11.571428571428571,2.442857142857143,9.4,13.9,1.0,,1.0,,,,,
2023-03-07,5.966666666666666,85.4,8.257142857142856,1.9857142857142858,9.8,13.0,,,,,,,,
2023-03-08,5.1000000000000005,0.6,7.057142857142858,1.9000000000000001,8.9,12.1,,,,,,,,
2023-03-09,5.6000000000000005,26.700000000000003,5.785714285714286,0.9857142857142858,11.6,14.8,1.0,,,1.0,,,1.0,
2023-03-10,4.466666666666667,568.2,3.1,0.32857142857142857,8.9,10.7,1.0,,,,,,1.0,
2023-03-11,3.7000000000000006,48.4,3.257142857142857,0.17142857142857143,7.2,9.4,1.0,,,,,,,
2023-03-12,3.6,247.2,3.1,-0.7571428571428572,8.9,11.6,1.0,,,,,,1.0,
2023-03-13,5.366666666666667,49.4,1.042857142857143,-3.0285714285714285,11.2,16.1,1.0,,,,,,1.0,
2023-03-14,3.0,4.0,1.7285714285714284,-6.085714285714286,6.7,8.9,,,,,,,,
2023-03-15,4.8999999999999995,0.0,7.7,-5.214285714285714,9.8,16.1,,,,,,,,
2023-03-16,5.533333333333334,20.6,9.9,2.471428571428571,9.8,17.0,1.0,,,,,,1.0,
2023-03-17,8.233333333333334,389.2,9.6,-3.8428571428571425,12.5,17.9,1.0,,,,,,,
2023-03-18,6.866666666666667,0.5,-2.1571428571428575,-10.857142857142858,11.2,17.0,1.0,,,,,,,
2023-03-19,5.333333333333333,0.6,1.9714285714285715,-8.299999999999999,13.9,13.9,,,,,,,,
2023-03-20,7.233333333333333,0.0,9.042857142857143,-3.4571428571428577,13.9,19.7,,,,,,,,
2023-03-21,5.8,0.0,12.042857142857143,1.1285714285714283,10.7,14.8,1.0,,,,,,1.0,
2023-03-22,3.533333333333333,16.9,11.685714285714285,3.5714285714285716,8.9,12.5,1.0,,,,,,1.0,
2023-03-23,3.9333333333333336,423.0,9.114285714285714,2.457142857142857,11.2,13.9,1.0,,1.0,,,,,
2023-03-24,5.066666666666666,19.4,6.971428571428571,1.6714285714285713,10.3,14.8,1.0,,,1.0,,,,
2023-03-25,6.266666666666667,936.8,7.228571428571429,1.2,12.5,16.1,1.0,,,1.0,,,1.0,
2023-03-26,3.466666666666667,46.0,7.471428571428571,0.24285714285714288,9.4,11.2,1.0,,1.0,1.0,1.0,,,
2023-03-27,4.433333333333334,213.4,8.1,-0.07142857142857141,9.8,13.0,1.0,,1.0,,,,1.0,
2023-03-28,2.5,0.3,9.928571428571429,-1.5285714285714285,8.1,14.8,,,,,,,,
2023-03-29,4.0,0.0,7.0,-1.7142857142857142,10.7,15.2,1.0,,,,,,,
2023-03-30,4.3,0.0,11.328571428571427,-3.2857142857142856,11.2,16.5,,,,,,,,
2023-03-31,7.166666666666667,201.39999999999998,18.88571428571429,5.942857142857143,17.9,27.7,1.0,1.0,1.0,,1.0,,1.0,1.0
2023-04-01,5.5,1394.1,12.457142857142857,1.5428571428571427,13.9,18.3,1.0,,1.0,,,,1.0,
2023-04-02,5.1,7.6,10.942857142857145,-1.242857142857143,11.2,15.7,,,,1.0,,,,
