day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08
2019-01-01,4.46,3.6,11.5,2.0166666666666666,8.1,10.3,1.0,1.0,,,,1.0
2019-01-02,4.38,337.2,8.35,3.1750000000000003,11.6,17.0,1.0,,,,,
2019-01-03,3.2399999999999998,1048.5,13.683333333333332,1.8499999999999999,8.1,10.7,1.0,,,,,
2019-01-04,2.18,16.7,21.033333333333335,0.4666666666666666,6.3,7.6,,,,,,
2019-01-05,1.9600000000000002,0.0,22.416666666666668,0.3,5.4,7.2,1.0,,,,,1.0
2019-01-06,3.34,0.0,22.766666666666666,4.716666666666667,9.4,12.1,,,,,,
2019-01-07,1.72,21.400000000000002,23.88333333333333,12.316666666666668,6.7,9.4,1.0,1.0,,,,
2019-01-08,1.6600000000000001,25.400000000000002,22.883333333333336,11.299999999999999,6.7,9.8,1.0,1.0,,,,1.0
2019-01-09,4.26,0.3,16.566666666666666,10.0,8.9,13.0,,,,,,
2019-01-10,2.3,0.3,18.7,9.733333333333333,6.7,8.5,,,,,,
2019-01-11,2.2,74.6,15.283333333333333,11.116666666666667,6.3,8.5,1.0,,,,,1.0
2019-01-12,3.7800000000000002,673.8,17.625,8.175,9.8,11.6,1.0,,,,,
2019-01-13,3.12,0.0,14.983333333333334,3.1333333333333333,8.1,10.7,,,,,,
2019-01-14,1.8800000000000001,0.0,9.616666666666667,2.6666666666666665,6.7,8.5,,,,,,1.0
2019-01-15,0.8800000000000001,1.7999999999999998,9.916666666666666,6.566666666666666,4.0,4.5,1.0,,,,,1.0
2019-01-16,0.45999999999999996,82.80000000000001,14.0,8.966666666666667,3.6,4.5,1.0,1.0,,,,1.0
2019-01-17,2.38,76.3,20.183333333333334,10.833333333333334,6.3,9.4,1.0,,,,,
2019-01-18,1.44,16.7,18.150000000000002,11.483333333333333,7.2,8.9,1.0,1.0,,,,1.0
2019-01-19,6.18,37.0,17.133333333333333,6.1000000000000005,16.1,23.7,,,,,,
2019-01-20,2.08,0.0,14.450000000000001,-0.45,5.8,7.2,,,,,,
2019-01-21,4.0600000000000005,0.0,19.333333333333332,-0.35000000000000003,10.3,13.0,,,,,,
2019-01-22,4.18,11.5,19.433333333333334,6.666666666666667,14.3,19.2,,,1.0,,,
2019-01-23,5.2,213.2,14.049999999999999,1.4166666666666667,13.0,17.4,,,,,,
