day,PRCP,TMAX,TMIN
2020-04-23,0.0,20.6,11.7
2020-04-24,0.0,23.3,12.2
2020-04-25,0.0,21.7,11.7
2020-04-26,0.0,15.0,11.1
2020-04-27,0.0,19.4,11.1
2020-04-28,0.0,21.7,12.2
2020-04-29,0.0,16.1,11.1
2020-04-30,0.0,17.2,11.1
2020-05-01,0.0,18.3,10.0
2020-05-02,0.3,17.5,9.15
2020-05-03,0.0,16.7,8.6
2020-05-04,0.0,17.8,9.15
2020-05-05,0.0,15.8,10.6
2020-05-06,0.0,19.45,10.25
2020-05-07,0.0,20.799999999999997,10.55
2020-05-08,0.0,20.799999999999997,10.0
2020-05-09,0.0,16.4,10.0
2020-05-10,0.0,15.85,9.149999999999999
2020-05-11,2.1,18.05,12.25
2020-05-12,9.6,16.4,12.5
2020-05-13,1.0,16.950000000000003,11.1
2020-05-14,5.0,15.55,12.75
2020-05-15,0.6,16.95,12.2
2020-05-16,0.0,20.6,12.8
2020-05-17,16.799999999999997,19.450000000000003,13.05
2020-05-18,9.3,17.2,12.8
2020-05-19,0.0,17.5,12.5
2020-05-20,0.0,17.200000000000003,11.7
2020-05-21,0.0,17.75,11.399999999999999
2020-05-22,0.0,17.5,10.85
2020-05-23,0.0,18.6,10.55
2020-05-24,0.0,19.15,11.149999999999999
2020-05-25,0.0,27.2,12.8
2020-05-26,0.0,22.5,12.75
2020-05-27,0.0,18.9,12.75
2020-05-28,0.0,15.55,11.399999999999999
2020-05-29,0.0,16.65,10.55
2020-05-30,0.8999999999999999,17.8,11.4
2020-05-31,0.0,15.85,11.350000000000001
2020-06-01,0.0,16.95,12.5
2020-06-02,0.0,21.950000000000003,12.5
2020-06-03,0.0,27.8,14.4
2020-06-04,0.0,20.25,12.5
2020-06-05,0.0,16.15,11.1
2020-06-06,0.0,17.2,12.2
2020-06-07,0.0,16.1,11.7
2020-06-08,0.0,21.1,11.7
2020-06-09,0.0,20.549999999999997,10.0
2020-06-10,0.0,19.45,12.25
2020-06-11,0.0,20.6,12.2
2020-06-12,0.0,17.2,12.8
2020-06-13,0.0,18.05,9.45
2020-06-14,0.0,17.8,13.9
2020-06-15,0.0,18.9,13.3
2020-06-16,0.0,18.9,12.2
2020-06-17,0.0,20.55,9.7
2020-06-18,0.0,27.8,13.3
2020-06-19,0.0,17.8,11.7
2020-06-20,0.0,17.2,12.2
2020-06-21,0.0,17.8,12.8
2020-06-22,0.0,18.9,12.8
2020-06-23,0.0,17.8,12.8
2020-06-24,0.0,19.4,12.8
2020-06-25,0.0,17.25,9.149999999999999
2020-06-26,0.0,17.25,9.45
2020-06-27,0.0,16.4,9.45
2020-06-28,0.0,17.2,12.2
2020-06-29,0.0,20.0,12.2
2020-06-30,0.0,22.8,12.8
2020-07-01,0.0,18.049999999999997,9.149999999999999
2020-07-02,0.0,18.049999999999997,9.149999999999999
2020-07-03,0.0,18.049999999999997,9.149999999999999
2020-07-04,0.0,19.75,9.149999999999999
2020-07-05,0.0,21.1,12.8
2020-07-06,0.0,18.9,12.2
2020-07-07,0.0,19.4,11.1
2020-07-08,0.0,20.6,12.2
2020-07-09,0.0,20.0,9.149999999999999
2020-07-10,0.0,18.9,8.6
2020-07-11,0.0,19.75,9.149999999999999
2020-07-12,0.0,21.7,12.2
2020-07-13,0.0,16.1,12.2
2020-07-14,0.0,19.4,12.8
2020-07-15,0.0,18.35,9.7
2020-07-16,0.0,17.8,9.7
2020-07-17,0.0,18.35,10.0
2020-07-18,0.0,18.6,10.0
2020-07-19,0.0,18.3,13.9
2020-07-20,0.0,16.1,13.3
2020-07-21,0.3,17.8,12.8
2020-07-22,1.6,20.6,13.3
2020-07-23,0.0,18.35,9.45
2020-07-24,0.0,15.55,11.7
2020-07-25,0.0,20.0,13.3
2020-07-26,0.0,18.3,13.3
2020-07-27,0.0,17.8,12.2
2020-07-28,0.0,16.7,12.8
2020-07-29,0.0,16.7,12.2
2020-07-30,0.0,17.2,12.8
2020-07-31,0.0,17.8,12.8
2020-08-01,0.0,18.3,12.8
2020-08-02,0.0,18.3,12.2
2020-08-03,0.0,22.8,13.9
2020-08-04,0.0,17.2,12.8
2020-08-05,0.0,17.2,12.8
2020-08-06,0.0,21.1,12.8
2020-08-07,0.0,19.4,13.3
2020-08-08,0.0,20.0,13.3
2020-08-09,0.0,18.3,12.8
2020-08-10,0.0,17.8,13.3
2020-08-11,0.0,19.4,14.4
2020-08-12,0.0,17.8,13.9
2020-08-13,0.0,28.3,12.8
2020-08-14,0.0,35.0,16.7
2020-08-15,0.0,30.0,17.8
2020-08-16,1.9000000000000001,27.2,16.7
2020-08-17,0.8,27.2,16.7
2020-08-18,0.0,25.0,16.1
2020-08-19,0.0,25.0,15.6
2020-08-20,0.0,23.049999999999997,9.149999999999999
2020-08-21,0.0,23.9,10.25
2020-08-22,0.0,23.3,13.9
2020-08-23,0.0,20.0,13.9
2020-08-24,0.0,20.0,13.9
2020-08-25,0.0,19.4,13.9
2020-08-26,0.0,19.45,9.45
2020-08-27,0.0,18.6,10.8
2020-08-28,0.0,15.55,11.95
2020-08-29,0.0,15.8,12.25
2020-08-30,0.0,16.7,12.2
2020-08-31,0.0,17.8,12.8
2020-09-01,0.0,18.3,13.3
2020-09-02,0.0,18.9,14.4
2020-09-03,0.0,17.25,12.5
2020-09-04,0.0,18.65,12.5
2020-09-05,0.0,25.85,13.05
2020-09-06,0.0,37.8,21.7
2020-09-07,0.0,32.8,16.7
2020-09-08,0.0,21.7,13.9
2020-09-09,0.0,15.0,12.8
2020-09-10,0.0,22.5,12.8
2020-09-11,0.0,24.45,11.399999999999999
2020-09-12,0.0,24.7,11.399999999999999
2020-09-13,0.0,16.7,12.8
2020-09-14,0.0,17.8,13.9
2020-09-15,0.0,20.6,14.4
2020-09-16,0.0,23.3,16.7
2020-09-17,0.0,23.299999999999997,12.8
2020-09-18,0.0,23.6,13.1
2020-09-19,0.0,25.0,13.1
2020-09-20,0.0,26.4,12.8
2020-09-21,0.0,19.75,13.9
2020-09-22,0.0,18.299999999999997,13.9
2020-09-23,0.0,21.7,13.9
2020-09-24,0.0,21.7,15.0
2020-09-25,0.0,20.6,14.4
2020-09-26,0.0,23.3,12.2
2020-09-27,0.0,26.15,15.0
2020-09-28,0.0,29.4,13.600000000000001
2020-09-29,0.0,15.850000000000001,8.9
2020-09-30,0.0,23.9,13.9
2020-10-01,0.0,29.45,10.85
2020-10-02,0.0,28.05,9.45
2020-10-03,0.0,25.0,9.15
2020-10-04,0.0,17.2,12.2
2020-10-05,0.0,23.05,8.05
2020-10-06,0.3,14.450000000000001,10.3
2020-10-07,0.0,15.55,11.1
2020-10-08,0.3,15.55,11.95
2020-10-09,0.3,18.049999999999997,9.7
2020-10-10,0.0,18.049999999999997,9.75
2020-10-11,0.0,19.7,9.45
2020-10-12,0.0,22.75,11.1
2020-10-13,0.0,23.05,11.1
2020-10-14,0.0,23.3,12.25
2020-10-15,0.0,30.55,13.05
2020-10-16,0.0,33.599999999999994,14.200000000000001
2020-10-17,0.0,33.9,12.8
2020-10-18,0.0,29.15,10.8
2020-10-19,0.0,20.6,12.8
2020-10-20,0.0,17.2,5.55
2020-10-21,0.0,15.549999999999999,7.8
2020-10-22,0.0,16.4,6.949999999999999
2020-10-23,0.0,17.799999999999997,7.199999999999999
2020-10-24,0.0,17.799999999999997,8.049999999999999
2020-10-25,0.0,18.35,7.25
2020-10-26,0.0,20.85,12.75
2020-10-27,0.0,24.45,11.65
2020-10-28,0.0,23.3,12.2
2020-10-29,0.0,23.3,10.55
2020-10-30,0.0,19.700000000000003,9.4
2020-10-31,0.0,23.6,9.15
2020-11-01,0.0,25.0,12.2
2020-11-02,0.0,25.55,9.7
2020-11-03,0.0,18.9,10.0
2020-11-04,0.0,18.9,11.1
2020-11-05,0.0,21.1,11.95
2020-11-06,0.0,16.95,6.1499999999999995
2020-11-07,0.0,17.25,4.15
2020-11-08,0.0,15.85,4.4
2020-11-09,0.5,16.1,4.7
2020-11-10,0.0,14.700000000000001,2.5
2020-11-11,0.0,14.75,6.1
2020-11-12,4.8,15.55,7.2
2020-11-13,10.7,14.4,9.4
2020-11-14,3.0,15.6,9.4
2020-11-15,0.0,17.75,7.2
2020-11-16,0.0,20.85,10.85
2020-11-17,31.5,19.15,11.95
2020-11-18,39.9,17.2,11.7
2020-11-19,0.6,15.6,10.6
2020-11-20,0.0,16.7,8.9
2020-11-21,0.0,16.7,7.8
2020-11-22,0.0,15.55,6.4
2020-11-23,0.0,16.7,7.8
2020-11-24,0.0,17.8,8.9
2020-11-25,0.0,15.0,10.0
2020-11-26,0.0,16.7,5.85
2020-11-27,0.0,17.5,6.4
2020-11-28,0.0,16.95,5.3
2020-11-29,0.0,17.799999999999997,5.3
2020-11-30,0.0,14.450000000000001,6.4
2020-12-01,0.0,17.2,7.8
2020-12-02,0.0,16.65,7.2
2020-12-03,0.0,16.4,7.5
2020-12-04,0.0,18.85,7.5
2020-12-05,0.0,17.5,7.5
2020-12-06,0.0,18.9,4.15
2020-12-07,0.0,22.25,5.25
2020-12-08,0.0,21.95,10.0
2020-12-09,0.0,18.3,9.4
2020-12-10,0.0,19.7,8.3
2020-12-11,29.7,17.5,8.05
2020-12-12,39.900000000000006,17.75,8.6
2020-12-13,72.8,18.05,8.3
2020-12-14,13.5,13.9,7.8
2020-12-15,0.0,13.9,8.3
2020-12-16,2.5,18.6,4.15
2020-12-17,56.4,17.75,4.7
2020-12-18,0.0,19.15,3.6
2020-12-19,0.0,17.75,3.35
2020-12-20,0.0,18.3,4.15
2020-12-21,0.0,18.3,3.9
2020-12-22,0.0,15.55,7.5
2020-12-23,0.0,15.55,7.800000000000001
2020-12-24,0.0,13.9,6.4
2020-12-25,22.1,14.45,7.5
2020-12-26,11.2,13.9,8.05
2020-12-27,0.3,13.9,6.65
2020-12-28,7.8,13.05,7.2
2020-12-29,0.0,15.0,6.4
2020-12-30,2.6,11.95,6.1
2020-12-31,7.7,12.8,7.5
