day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT08,WT11
2019-01-01,0.6333333333333333,9.2,2.9181818181818184,-2.6,3.6,4.9,1.0,,,,,1.0,
2019-01-02,2.733333333333333,9.8,4.613636363636363,-1.3227272727272728,6.3,8.9,1.0,,,,,1.0,
2019-01-03,3.8333333333333335,989.7,8.818181818181818,2.5500000000000003,13.4,17.0,1.0,,,,,,
2019-01-04,4.0,832.2,7.9,2.7818181818181817,11.2,16.5,1.0,,,,,,
2019-01-05,1.0333333333333334,56.3,6.913636363636363,2.5863636363636364,6.3,7.6,1.0,,,,,,
2019-01-06,4.533333333333333,390.4,5.913636363636363,0.14545454545454545,19.7,26.8,1.0,,,,,,1.0
2019-01-07,3.0,518.8,3.05,-1.1285714285714288,8.1,10.7,,,,,,,
2019-01-08,3.4,107.5,3.809090909090909,-1.0409090909090908,9.8,14.8,1.0,,,,,,
2019-01-09,3.1666666666666665,417.4,5.7681818181818185,1.481818181818182,8.1,11.6,1.0,,,,,,
2019-01-10,2.3666666666666667,523.9,7.5181818181818185,2.8136363636363635,7.2,8.9,1.0,,,,,1.0,
2019-01-11,2.1,41.9,8.636363636363637,3.1363636363636362,8.1,11.2,1.0,,,,,,
2019-01-12,1.3666666666666665,4.0,8.872727272727273,2.5863636363636364,7.2,9.4,1.0,,,,,,
2019-01-13,1.5333333333333332,7.8999999999999995,9.454545454545455,1.7045454545454546,6.3,6.7,1.0,,,,,,
2019-01-14,1.4000000000000001,10.7,8.318181818181818,0.3090909090909091,7.2,7.6,1.0,,,,,,
2019-01-15,1.0666666666666667,0.5,5.566666666666667,-0.6952380952380952,6.7,7.6,1.0,1.0,,,,,
2019-01-16,2.6,5.0,6.39047619047619,0.41904761904761906,10.7,14.3,1.0,,,,,1.0,
2019-01-17,4.433333333333334,167.29999999999998,7.377272727272728,2.6136363636363638,11.2,15.2,,,,,,,
2019-01-18,3.4,393.2,6.868181818181818,2.877272727272727,10.7,13.0,1.0,,,,,,
2019-01-19,3.966666666666667,623.3,6.736363636363635,2.5863636363636364,9.4,12.5,1.0,,,,,,
2019-01-20,2.1,80.4,4.6045454545454545,0.3045454545454545,7.2,9.4,1.0,,,,,,
2019-01-21,1.7,47.1,3.7090909090909094,-0.8181818181818182,5.8,7.6,1.0,,,,,,
2019-01-22,3.766666666666667,526.2,5.990909090909091,0.3272727272727273,12.5,16.1,1.0,,,,,1.0,
2019-01-23,2.9333333333333336,1558.2,7.145454545454545,3.713636363636364,11.2,15.7,1.0,,,,,1.0,
2019-01-24,1.0333333333333334,204.1,5.423809523809524,1.9666666666666666,4.0,7.6,1.0,,,,,1.0,
2019-01-25,1.1333333333333335,13.5,6.359090909090909,0.609090909090909,4.5,5.8,1.0,,,,,,
2019-01-26,2.066666666666667,0.8,8.904545454545454,0.8227272727272728,5.8,7.2,1.0,1.0,,,,,
2019-01-27,1.9666666666666668,2.5,7.363636363636363,1.4136363636363638,7.2,8.9,1.0,1.0,,,,1.0,
2019-01-28,3.233333333333333,1.2,7.045454545454546,0.45454545454545453,8.1,9.8,1.0,1.0,,,,,
2019-01-29,1.6666666666666667,0.8,8.1,0.5428571428571428,5.8,6.3,,,,,,,
2019-01-30,0.9333333333333332,0.0,9.304545454545455,-0.16363636363636366,3.6,4.9,,,,,,,
2019-01-31,2.033333333333333,1.6,10.518181818181818,2.0999999999999996,5.8,8.5,,,,,,,
2019-02-01,2.5,527.6,8.504545454545454,3.0136363636363637,6.7,8.9,1.0,,,,,,
2019-02-02,2.3666666666666667,756.0,6.695454545454546,2.4,6.7,8.1,1.0,,,,,,
2019-02-03,3.733333333333333,124.2,3.3,-1.2727272727272727,10.7,14.3,1.0,,,,,1.0,
2019-02-04,5.033333333333333,416.9,-0.3181818181818182,-6.540909090909091,13.4,17.4,1.0,1.0,,,,1.0,
2019-02-05,1.6333333333333335,46.4,-2.518181818181818,-9.245454545454546,5.8,7.6,1.0,,,,,1.0,
2019-02-06,1.3,0.0,-1.5909090909090908,-9.468181818181819,5.4,6.7,,,,,,,
2019-02-07,1.4333333333333333,5.0,0.3363636363636364,-7.7272727272727275,4.5,6.3,,,,,,,
2019-02-08,2.2333333333333334,153.2,0.07272727272727267,-6.090476190476191,7.2,9.8,1.0,1.0,,,,,
2019-02-09,3.9333333333333336,552.4,-2.6454545454545455,-6.6863636363636365,11.2,14.8,1.0,,,,,1.0,
2019-02-10,3.9333333333333336,202.7,-0.8545454545454546,-9.477272727272727,11.2,15.7,1.0,1.0,,,,1.0,
2019-02-11,2.2333333333333334,760.6,-1.1857142857142857,-6.266666666666667,7.2,10.3,1.0,1.0,,,,1.0,
2019-02-12,3.133333333333333,1709.3,0.44761904761904764,-4.371428571428571,7.2,9.8,1.0,,,,,,
2019-02-13,2.3666666666666667,365.9,1.65,-2.4904761904761905,5.8,7.2,1.0,,,,,1.0,
2019-02-14,2.766666666666667,34.8,2.559090909090909,-2.7590909090909093,8.1,10.7,1.0,,,,,,
2019-02-15,2.1,231.29999999999998,4.531818181818182,-0.8954545454545456,9.4,11.2,,,,,,,
2019-02-16,1.5333333333333332,133.6,3.4954545454545456,-1.6545454545454545,5.4,7.2,1.0,,,,,1.0,
2019-02-17,1.2,277.09999999999997,2.2636363636363637,-2.6636363636363636,3.6,4.9,1.0,,,,,,
2019-02-18,1.9666666666666668,46.3,1.8227272727272728,-2.4363636363636365,4.5,5.8,1.0,,,,,,
2019-02-19,2.433333333333333,325.5,1.7454545454545454,-0.8409090909090909,7.6,9.8,1.0,,,,,,
2019-02-20,2.033333333333333,449.9,2.127272727272727,-2.590909090909091,7.2,8.5,1.0,,,,,,
2019-02-21,1.9666666666666668,28.2,4.263636363636365,-4.940909090909091,6.3,10.3,1.0,,,,,,
2019-02-22,3.9,208.5,2.018181818181818,-2.859090909090909,11.2,15.7,,,,,,,
2019-02-23,2.566666666666667,274.5,3.3681818181818177,-1.4590909090909092,7.6,9.8,1.0,,,,,,
2019-02-24,2.3666666666666667,159.1,2.5636363636363635,-2.4136363636363636,6.7,7.6,1.0,,,,,1.0,
2019-02-25,3.4,38.1,1.090909090909091,-4.195454545454545,9.4,11.2,,,,,,,
2019-02-26,3.5666666666666664,5.699999999999999,0.2545454545454546,-5.95,11.6,16.1,,,,,,,
2019-02-27,2.8000000000000003,5.0,1.8590909090909091,-4.8500000000000005,6.7,11.6,,,,,,,
2019-02-28,1.3999999999999997,4.1,5.027272727272727,-5.577272727272727,5.8,7.6,,,,,,,
2019-03-01,2.1,0.6,5.795238095238095,-4.1,6.3,8.1,,,,,,,
2019-03-02,3.1,0.0,4.818181818181818,-3.1818181818181817,8.9,11.6,,,,,,,
2019-03-03,2.9,2.5,2.540909090909091,-5.377272727272727,9.4,12.1,,,,,,,
2019-03-04,2.6999999999999997,0.0,1.6,-6.5476190476190474,7.6,12.5,,,,,,,
2019-03-05,2.866666666666667,0.0,3.722727272727273,-4.777272727272727,7.6,9.4,,,,,,,
2019-03-06,3.1,36.5,3.3818181818181823,-2.2818181818181817,7.6,9.8,1.0,,,,,,
2019-03-07,3.4333333333333336,333.2,2.631818181818182,-2.4045454545454543,9.8,12.5,1.0,,,,,,
2019-03-08,1.3,161.79999999999998,2.209090909090909,-3.522727272727273,4.5,5.4,1.0,,,,,,
2019-03-09,2.1666666666666665,80.6,4.863636363636363,-5.45,6.3,8.1,1.0,,,,,1.0,
2019-03-10,1.5333333333333332,7.199999999999999,7.159090909090909,-4.5636363636363635,5.4,6.3,,,,,,,
2019-03-11,2.6999999999999997,83.6,8.627272727272727,-2.5727272727272723,9.4,13.0,1.0,,,,,,
2019-03-12,1.9666666666666668,1225.5,4.718181818181818,-0.8409090909090909,6.7,8.9,1.0,,,,,,
2019-03-13,1.7333333333333334,292.6,6.136363636363637,-0.6681818181818182,5.4,7.2,,,,,,,
2019-03-14,1.9000000000000001,16.8,8.659090909090908,-0.6045454545454546,5.8,8.9,,,,,,,
2019-03-15,1.9666666666666668,0.3,11.754545454545456,1.1363636363636365,5.4,6.3,,,,,,,
2019-03-16,1.6666666666666667,0.0,13.004545454545456,2.368181818181818,5.8,6.3,,,,,,,
2019-03-17,2.9,0.0,14.922727272727274,2.2590909090909093,7.6,10.3,,,,,,,
2019-03-18,4.233333333333333,0.0,16.827272727272728,3.9318181818181817,12.5,15.2,,,,,,,
2019-03-19,4.833333333333333,0.0,18.686363636363637,6.404545454545455,11.6,16.5,,,,,,,
2019-03-20,3.9,0.0,18.89047619047619,6.733333333333333,13.4,15.7,,,,,,,
2019-03-21,3.3000000000000003,0.0,15.127272727272727,3.9454545454545453,7.2,10.3,,,,,,,
2019-03-22,2.6,18.4,14.590909090909092,3.8318181818181816,9.8,12.5,,,,,,,
2019-03-23,1.7,51.3,11.863636363636363,3.1,4.5,7.2,1.0,,,,,,
2019-03-24,1.2333333333333334,17.4,8.161904761904761,2.9238095238095236,5.4,7.2,,,,,,,
2019-03-25,3.0,86.3,10.738095238095237,2.3333333333333335,8.1,11.2,1.0,,,,,1.0,
2019-03-26,2.6999999999999997,340.9,10.940909090909091,2.118181818181818,7.2,8.5,,,,,,,
2019-03-27,4.6000000000000005,16.2,11.136363636363637,1.75,10.7,12.5,,,,,,,
2019-03-28,1.6333333333333335,8.1,13.436363636363637,2.9818181818181815,5.4,6.3,,,,,,,
2019-03-29,1.7,27.9,12.263636363636364,2.631818181818182,4.5,6.3,,,,,,,
2019-03-30,2.3333333333333335,3.9,14.54090909090909,2.1863636363636365,5.4,8.1,,,,,,,
2019-03-31,2.2333333333333334,2.5,15.585714285714285,3.2523809523809524,6.3,8.1,,,,,,,
2019-04-01,2.6,4.3,16.11818181818182,4.668181818181818,7.2,8.5,,,,,,,
