day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT06,WT08
2022-01-01,3.08,0.8,26.666666666666668,10.75,11.6,17.9,1.0,,,,1.0
2022-01-02,6.34,0.0,10.0,-2.48,14.8,22.4,,,,,
2022-01-03,1.6199999999999999,0.0,13.34,-4.32,5.4,8.1,,,,,
2022-01-04,2.84,0.0,19.759999999999998,1.78,9.4,14.3,,,,,
2022-01-05,1.3800000000000001,0.0,24.9,2.9799999999999995,4.5,7.2,,,,,1.0
2022-01-06,3.9199999999999995,0.0,20.733333333333334,1.9333333333333336,9.8,13.4,,,,,
2022-01-07,2.88,2.0,6.459999999999999,0.040000000000000036,6.7,10.7,1.0,,,,1.0
2022-01-08,1.52,177.2,15.36,5.88,4.0,6.3,1.0,1.0,,,1.0
2022-01-09,4.38,46.7,20.56,9.22,10.7,16.5,1.0,1.0,,,1.0
2022-01-10,5.5,0.0,15.560000000000002,5.779999999999999,10.3,13.9,,,,,
2022-01-11,2.34,1.9000000000000001,9.98,3.0,5.8,8.1,,,,,1.0
2022-01-12,0.9200000000000002,18.900000000000002,17.54,3.66,5.4,7.2,,,,,1.0
2022-01-13,1.26,1.3,24.9,1.12,5.4,7.6,,,,,1.0
2022-01-14,2.52,0.0,25.34,2.0,8.1,10.7,,,,,1.0
2022-01-15,8.260000000000002,0.0,17.44,5.32,17.9,25.0,,,,,
2022-01-16,2.5,0.0,18.759999999999998,-1.24,6.7,9.8,,,,,
2022-01-17,2.06,0.0,21.22,-1.1400000000000001,7.2,10.3,,,,,1.0
2022-01-18,3.2600000000000002,0.0,24.0,4.9,8.1,12.1,,,,,
2022-01-19,3.22,1.3,25.240000000000002,8.66,12.5,18.3,1.0,,,,
2022-01-20,7.3199999999999985,0.0,11.0,0.9499999999999998,13.4,19.2,,,,1.0,
2022-01-21,3.2399999999999998,0.6,9.916666666666666,0.21666666666666665,8.1,11.6,,,,1.0,
2022-01-22,2.42,0.0,12.98,-1.72,6.7,9.4,,,,,1.0
2022-01-23,1.24,0.3,13.440000000000001,8.34,4.5,6.7,,,,,
2022-01-24,0.78,14.6,12.12,4.220000000000001,3.6,4.9,1.0,1.0,,,1.0
2022-01-25,3.1399999999999997,34.6,14.219999999999999,4.2,7.2,10.3,1.0,1.0,,,1.0
2022-01-26,3.2,0.6,12.88,8.22,7.2,10.3,,,,,
2022-01-27,1.5,0.8999999999999999,16.5,3.3333333333333335,5.8,9.8,,,,,
2022-01-28,4.62,26.8,15.466666666666669,1.1333333333333333,10.3,15.2,,,,,
2022-01-29,2.26,1.0,18.7,-1.8666666666666665,6.7,9.4,,,,,
2022-01-30,2.68,1.8,20.76666666666667,0.016666666666666663,7.2,9.8,,,,,1.0
2022-01-31,1.94,294.09999999999997,15.75,12.233333333333334,6.7,8.5,1.0,,,,1.0
2022-02-01,1.1800000000000002,83.3,22.7,11.583333333333334,5.4,6.7,1.0,,,,1.0
2022-02-02,3.6399999999999997,38.7,17.216666666666665,3.4166666666666665,10.7,15.7,1.0,1.0,1.0,,1.0
2022-02-03,5.24,2537.1,3.4166666666666665,-4.45,12.5,17.0,1.0,,1.0,1.0,
2022-02-04,5.1,117.39999999999999,5.95,-5.566666666666666,10.7,15.7,,,,1.0,
2022-02-05,1.34,4.3,10.583333333333334,-6.116666666666667,6.3,7.6,,,,,
2022-02-06,1.3800000000000001,0.5,15.85,-3.6999999999999997,5.8,8.5,,,,,1.0
2022-02-07,3.6399999999999997,0.3,17.233333333333334,2.033333333333333,7.6,12.1,,,,,
2022-02-08,2.2199999999999998,0.8,19.066666666666666,-1.3166666666666667,6.7,10.3,,,,,1.0
2022-02-09,2.1,0.3,22.116666666666664,0.5500000000000002,6.7,9.4,,,,,1.0
2022-02-10,1.6,0.0,22.316666666666666,2.883333333333333,5.4,7.6,,,,,1.0
2022-02-11,3.0,0.0,24.599999999999998,4.8999999999999995,7.6,10.3,,,,,
2022-02-12,4.9399999999999995,0.0,14.916666666666666,1.1166666666666667,14.8,22.4,1.0,,,,1.0
2022-02-13,1.78,0.0,18.05,-2.966666666666667,6.7,9.4,,,,,1.0
2022-02-14,3.2,0.0,20.566666666666666,0.016666666666666663,8.1,11.2,,,,,
2022-02-15,4.18,0.0,23.883333333333336,3.6,11.2,15.2,,,,,
2022-02-16,5.96,1.4,26.683333333333334,14.183333333333332,11.6,16.5,,,,,
2022-02-17,6.5200000000000005,5.4,24.133333333333336,3.4166666666666665,13.9,18.8,,,,,1.0
2022-02-18,3.8600000000000003,0.3,16.46666666666667,1.0333333333333334,10.3,14.3,,,,,
2022-02-19,2.16,0.0,18.883333333333333,0.11666666666666663,6.3,8.1,,,,,
2022-02-20,2.52,0.0,23.133333333333336,3.966666666666667,7.6,10.3,,,,,
2022-02-21,4.84,33.8,29.416666666666668,16.583333333333332,12.5,16.1,1.0,1.0,,,1.0
2022-02-22,3.7199999999999998,1.2,29.133333333333336,13.050000000000002,9.8,13.9,1.0,1.0,,,1.0
2022-02-23,6.88,3.0,13.050000000000002,-0.6833333333333332,11.2,15.7,1.0,,,1.0,1.0
2022-02-24,4.32,19.1,4.516666666666667,-0.6833333333333332,8.1,11.6,1.0,,,1.0,1.0
2022-02-25,4.9399999999999995,12.5,4.333333333333333,0.2333333333333333,8.1,11.6,,,,,
2022-02-26,3.7,9.0,5.583333333333333,1.95,7.2,9.4,1.0,,,,1.0
2022-02-27,3.9,27.3,16.5,1.3833333333333335,8.9,12.5,1.0,,,,1.0
2022-02-28,1.5,1.1,19.616666666666664,-1.8833333333333335,4.5,6.3,,,,,
2022-03-01,1.6199999999999999,0.6,22.116666666666664,-0.5000000000000001,6.3,8.1,,,,,
2022-03-02,2.06,0.0,23.416666666666668,3.0500000000000003,6.3,8.9,1.0,,,,1.0
2022-03-03,2.02,0.0,26.0,9.0,6.7,9.4,,,,,
2022-03-04,4.86,0.0,27.339999999999996,16.34,10.3,14.8,1.0,,,,1.0
2022-03-05,5.32,0.3,27.32,17.880000000000003,9.8,13.4,,,,,
2022-03-06,5.46,1.9000000000000001,28.0,19.56,10.7,16.5,,,,,
2022-03-07,6.74,21.599999999999998,21.68,8.32,13.0,18.3,,,,,
2022-03-08,4.5,7.3,15.24,6.12,9.8,13.9,,,,,
2022-03-09,2.58,0.0,17.78,3.9,6.7,9.4,,,,,
2022-03-10,2.8600000000000003,0.0,23.419999999999998,1.4600000000000002,8.9,10.3,,,,,
2022-03-11,6.82,26.8,17.44,3.3200000000000003,13.4,17.9,,,,,1.0
