day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08
2019-01-01,1.3,58.699999999999996,18.9,13.05,6.7,8.5,1.0,,,,
2019-01-02,1.6,31.1,14.45,9.15,5.4,6.7,1.0,1.0,,,1.0
2019-01-03,1.5499999999999998,120.10000000000001,12.8,10.3,6.7,8.1,1.0,,,,
2019-01-04,4.4,193.1,18.9,7.2,12.5,15.2,1.0,,,,
2019-01-05,4.9,21.4,15.0,6.7,10.7,14.8,,,,,
2019-01-06,2.0,0.0,20.6,4.699999999999999,5.8,7.2,,,,,
2019-01-07,1.75,0.0,20.6,5.0,6.7,8.5,,,,,
2019-01-08,3.2,0.8999999999999999,18.6,9.15,8.1,12.1,,,,,1.0
2019-01-09,6.75,1.3,13.3,3.9,12.5,15.7,,,,,
2019-01-10,5.0,0.0,7.2,-1.3,10.7,14.8,,,,,
2019-01-11,2.45,0.0,12.2,-1.85,5.4,6.7,,,,,
2019-01-12,4.9,19.1,6.7,3.05,8.9,11.2,1.0,,,,
2019-01-13,2.95,106.89999999999999,8.600000000000001,1.9500000000000002,7.6,8.9,1.0,1.0,,,
2019-01-14,4.5,1.7000000000000002,7.75,3.9,7.6,10.3,,,,,
2019-01-15,4.1,0.0,7.5,0.0,7.6,11.2,,,,,
2019-01-16,2.5,0.0,11.7,-1.0,5.8,7.2,1.0,,,,1.0
2019-01-17,1.35,11.1,9.15,0.35,4.0,5.8,1.0,,1.0,,1.0
2019-01-18,1.05,26.9,14.15,7.5,3.6,4.5,1.0,,,,
2019-01-19,4.1,60.3,17.2,8.9,8.9,12.5,1.0,1.0,,,
2019-01-20,7.699999999999999,145.0,11.7,-1.85,13.4,19.2,1.0,,,,
2019-01-21,3.15,0.0,6.4,-5.75,9.8,12.5,,,,,
2019-01-22,4.6,0.0,7.2,-1.0,8.9,10.7,,,,,
2019-01-23,4.7,85.9,19.7,5.85,11.2,17.0,1.0,,,,
2019-01-24,5.05,426.7,12.5,1.1,14.8,17.9,1.0,,,,
2019-01-25,3.55,0.8,8.600000000000001,-0.5,8.1,12.5,,,,,
2019-01-26,1.9500000000000002,0.0,11.1,-2.95,7.6,9.8,,,,,
2019-01-27,0.45,0.0,10.85,-0.5,4.0,5.4,1.0,,,,
2019-01-28,2.25,0.0,15.0,-0.5,8.9,11.6,1.0,,,,
2019-01-29,4.9,12.7,10.6,-2.4000000000000004,10.7,13.4,1.0,,,,1.0
2019-01-30,3.45,14.6,6.7,-4.9,10.7,13.9,,,,,
2019-01-31,0.9,0.0,11.399999999999999,-3.25,5.4,7.2,,,,,
2019-02-01,0.95,0.0,16.4,-1.05,4.0,5.8,,,,,
2019-02-02,1.45,0.8,18.9,1.7000000000000002,4.5,5.8,,,,,
2019-02-03,1.4,7.5,18.3,8.05,5.4,7.6,1.0,,,,
2019-02-04,1.1,0.0,19.15,4.75,4.0,4.9,1.0,,,,
2019-02-05,1.4,0.0,23.3,12.25,5.8,6.7,1.0,,,,
2019-02-06,2.3499999999999996,26.2,21.95,13.6,6.3,7.6,1.0,1.0,,,
2019-02-07,4.3,8.5,26.95,16.7,9.8,13.9,1.0,,,,
2019-02-08,5.800000000000001,4.6,20.0,5.3,11.6,14.3,1.0,,,,
2019-02-09,4.05,0.3,12.5,3.05,9.8,13.9,,,,,
2019-02-10,4.7,4.8,7.25,3.05,8.9,10.7,1.0,,,,
2019-02-11,1.6,31.0,13.3,3.05,4.5,5.8,1.0,1.0,,,
2019-02-12,4.1,78.6,21.15,8.05,11.2,14.8,1.0,1.0,,,
2019-02-13,4.05,148.9,13.3,2.2,9.8,13.4,,,,,
2019-02-14,2.5,0.0,18.05,0.6000000000000001,6.7,8.9,,,,,
2019-02-15,2.95,11.5,15.6,9.45,6.3,8.9,1.0,,,,
2019-02-16,3.85,74.9,16.65,8.6,10.3,12.5,1.0,,,,
2019-02-17,3.45,9.399999999999999,10.3,8.05,7.2,10.3,1.0,1.0,,,
2019-02-18,4.199999999999999,51.8,15.6,7.5,10.3,13.0,1.0,,,,
2019-02-19,5.7,72.2,9.15,3.3,11.6,15.2,1.0,,1.0,,
2019-02-20,4.65,348.2,7.2,3.9,9.4,13.0,1.0,1.0,1.0,,
2019-02-21,1.7999999999999998,283.7,18.05,6.1,8.1,10.7,1.0,1.0,1.0,,1.0
2019-02-22,3.25,27.4,18.05,10.6,9.4,11.2,1.0,1.0,,,1.0
2019-02-23,4.55,11.3,10.85,8.9,8.1,9.8,1.0,1.0,,,
