day,PRCP,TMAX,TMIN
2024-01-01,0.0,15.55,8.35
2024-01-02,19.3,15.850000000000001,8.600000000000001
2024-01-03,37.3,13.3,9.15
2024-01-04,0.0,15.25,8.05
2024-01-05,0.0,16.7,9.15
2024-01-06,2.5,12.8,7.75
2024-01-07,8.6,12.25,5.0
2024-01-08,0.3,13.3,5.550000000000001
2024-01-09,17.6,13.350000000000001,8.9
2024-01-10,31.3,13.05,7.75
2024-01-11,17.799999999999997,12.25,5.55
2024-01-12,0.0,12.2,4.45
2024-01-13,55.5,12.5,8.600000000000001
2024-01-14,90.39999999999999,14.15,9.45
2024-01-15,0.3,15.55,3.3000000000000003
2024-01-16,31.0,13.600000000000001,9.15
2024-01-17,47.9,14.45,10.0
2024-01-18,0.6,15.0,9.15
2024-01-19,14.0,13.3,10.0
2024-01-20,32.7,14.4,11.7
2024-01-21,48.3,15.850000000000001,11.7
2024-01-22,125.1,14.45,11.7
2024-01-23,23.6,14.75,11.1
2024-01-24,49.5,14.45,10.85
2024-01-25,15.5,14.75,9.7
2024-01-26,0.3,16.7,10.85
2024-01-27,0.3,17.2,11.1
2024-01-28,0.0,19.7,13.3
2024-01-29,0.0,21.4,11.7
2024-01-30,0.0,17.25,12.2
2024-01-31,91.19999999999999,15.6,11.399999999999999
2024-02-01,229.5,14.75,9.4
2024-02-02,47.099999999999994,13.600000000000001,9.4
2024-02-03,26.1,12.25,8.35
2024-02-04,119.19999999999999,16.4,8.05
2024-02-05,56.3,13.600000000000001,9.7
2024-02-06,13.7,13.600000000000001,8.05
2024-02-07,20.1,11.399999999999999,8.9
2024-02-08,35.8,12.8,5.55
2024-02-09,0.3,13.05,6.65
2024-02-10,0.0,15.3,7.75
2024-02-11,0.0,14.7,8.9
2024-02-12,0.0,15.3,8.05
2024-02-13,0.8,14.15,9.15
2024-02-14,17.3,14.15,2.25
2024-02-15,15.7,14.7,5.0
2024-02-16,1.6,13.6,8.35
2024-02-17,18.8,14.4,11.7
2024-02-18,52.6,18.05,10.6
2024-02-19,30.7,15.85,11.7
2024-02-20,62.2,13.850000000000001,10.6
2024-02-21,66.7,14.75,8.9
2024-02-22,1.5,10.850000000000001,10.0
2024-02-23,0.0,13.899999999999999,10.0
2024-02-24,0.0,20.549999999999997,11.7
2024-02-25,0.0,16.1,10.85
2024-02-26,0.3,15.55,10.85
2024-02-27,0.0,15.0,7.75
2024-02-28,0.0,17.25,8.35
2024-02-29,7.9,14.45,10.6
2024-03-01,73.2,13.600000000000001,9.4
2024-03-02,62.3,11.649999999999999,6.95
2024-03-03,27.299999999999997,12.5,7.5
2024-03-04,23.7,13.850000000000001,7.5
2024-03-05,3.2,15.0,9.4
2024-03-06,15.5,13.9,10.3
2024-03-07,1.6,14.75,9.15
2024-03-08,0.3,16.95,8.05
