day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08
2021-01-01,2.8,2.5,4.45,-1.9000000000000001,7.6,9.4,1.0,,,,,,
2021-01-02,6.4,36.1,5.85,-0.3,12.5,16.5,1.0,,,,,,
2021-01-03,4.2,4.1,4.45,-1.65,7.6,9.8,1.0,,,,1.0,,
2021-01-04,5.1,4.3,3.05,-0.55,7.6,9.8,,,,,,,
2021-01-05,4.8,0.6,2.5,-0.8,6.7,8.5,1.0,,,,,,
2021-01-06,6.0,0.5,2.75,-0.8,9.8,12.5,1.0,,,,,,
2021-01-07,6.1,0.0,5.0,-1.1,9.8,12.5,,,,,,,
2021-01-08,4.8,0.0,5.85,-4.4,8.1,11.2,,,,,,,
2021-01-09,5.1,0.0,3.9,-4.35,7.6,9.4,,,,,,,
2021-01-10,4.2,0.0,3.6,-3.3,7.6,10.3,,,,,,,
2021-01-11,2.6,0.0,1.9500000000000002,-3.8,5.4,6.3,,,,,,,
2021-01-12,3.3,0.0,5.6,-4.95,6.3,8.9,,,,,,,
2021-01-13,3.1,0.0,5.25,-1.65,5.8,7.6,,,,,,,
2021-01-14,2.4,2.5,5.0,-1.35,4.0,5.4,1.0,,,,,,1.0
2021-01-15,3.7,5.8,5.55,-0.8,6.3,8.1,1.0,,,,,,
2021-01-16,8.3,58.2,8.9,1.95,19.2,21.9,1.0,,1.0,,,,
2021-01-17,8.3,31.700000000000003,8.899999999999999,1.1,13.9,18.3,,,,,,,
2021-01-18,6.5,0.0,6.95,0.6,10.7,15.2,,,,,,,
2021-01-19,4.8,0.0,6.4,-3.0,8.1,11.2,,,,,,,
2021-01-20,4.9,0.0,4.699999999999999,-2.75,9.8,12.5,,,,,,,
2021-01-21,3.5,0.0,1.65,-6.6,8.9,11.2,,,,,,,
2021-01-22,4.3,0.0,3.05,-3.85,8.1,10.7,,,,,,,
2021-01-23,7.4,0.0,3.9000000000000004,-5.199999999999999,13.9,18.8,,,,,,,
2021-01-24,9.3,0.0,0.04999999999999999,-8.850000000000001,13.9,18.8,,,,,,,
2021-01-25,5.8,0.0,1.1,-7.449999999999999,10.7,14.8,,,,,,,
2021-01-26,3.7,5.6,2.25,-6.35,6.3,8.1,1.0,,,,,,
2021-01-27,3.8,19.599999999999998,2.75,-1.9,5.8,7.2,1.0,,,,,,1.0
2021-01-28,6.0,2.3,1.4000000000000001,-5.25,12.5,16.5,1.0,,,,,1.0,
2021-01-29,9.3,1.8,-4.15,-13.850000000000001,13.9,18.3,,,,,,,
2021-01-30,5.9,0.0,-7.45,-13.55,8.9,12.1,,,,,,,
2021-01-31,2.6,0.0,-5.5,-14.950000000000001,7.2,8.5,,,,,,,
2021-02-01,9.3,17.5,-0.5499999999999999,-9.4,16.1,20.6,1.0,,,,,,
2021-02-02,8.5,87.9,3.0500000000000003,-2.15,16.1,19.7,1.0,,,,,1.0,
2021-02-03,4.7,1.5,1.1,-1.9,7.2,9.8,1.0,,,,,1.0,
2021-02-04,4.0,1.1,2.8,-1.65,7.2,9.4,1.0,,,,,,
2021-02-05,2.7,0.3,4.7,-4.1,7.2,9.4,,,,,,,
2021-02-06,5.6,0.0,5.6,-1.9,11.6,15.7,,,,,,,
2021-02-07,4.1,11.2,4.75,-3.25,8.9,10.7,1.0,,,,,,
2021-02-08,4.8,24.7,0.5999999999999999,-7.7,11.6,15.2,,,,,,,
2021-02-09,2.7,4.3,-2.2,-7.15,5.8,7.2,1.0,,,,,,
2021-02-10,4.2,15.8,-1.1,-7.75,7.6,10.3,,,,,,,
2021-02-11,3.9,0.0,-0.5,-7.449999999999999,8.1,10.7,,,,,,,
2021-02-12,4.7,0.0,-1.05,-11.649999999999999,9.8,12.5,,,,,,,
2021-02-13,4.2,0.0,-2.2,-9.95,6.7,8.9,,,,,,,1.0
2021-02-14,2.5,0.0,0.0,-5.5,6.3,7.2,,,,,,,
2021-02-15,4.1,0.8,0.85,-2.45,7.2,8.5,1.0,,,1.0,,1.0,
2021-02-16,5.0,49.7,3.85,-1.35,11.6,15.7,1.0,1.0,,,,1.0,
2021-02-17,5.7,15.0,2.8,-4.95,11.6,16.5,,,,,,,
2021-02-18,3.8,2.3,0.04999999999999999,-4.949999999999999,8.1,11.6,1.0,,,,1.0,,
2021-02-19,4.9,16.5,-0.8,-3.8499999999999996,7.6,9.8,1.0,,,,,,
2021-02-20,5.0,17.3,-0.55,-4.4,9.4,12.5,1.0,,,,,,
