day,PRCP,TMAX,TMIN
2019-01-01,0.0,12.8,7.2
2019-01-02,0.0,13.9,5.6
2019-01-03,0.0,14.450000000000001,3.35
2019-01-04,0.0,14.700000000000001,3.6
2019-01-05,8.899999999999999,11.95,10.0
2019-01-06,84.3,13.9,9.4
2019-01-07,33.5,13.05,10.6
2019-01-08,2.3,14.15,10.55
2019-01-09,3.3,15.55,11.1
2019-01-10,0.0,14.4,9.45
2019-01-11,14.3,13.9,10.0
2019-01-12,0.0,16.1,11.1
2019-01-13,0.0,15.6,8.9
2019-01-14,0.6,13.9,11.1
2019-01-15,46.7,15.0,8.9
2019-01-16,66.3,16.4,9.45
2019-01-17,77.0,15.0,10.85
2019-01-18,0.0,16.4,10.85
2019-01-19,0.0,18.9,12.2
2019-01-20,13.2,15.3,9.7
2019-01-21,0.0,12.8,8.6
2019-01-22,0.0,15.6,7.8
2019-01-23,0.0,14.7,6.699999999999999
2019-01-24,0.0,18.9,8.9
2019-01-25,0.0,17.200000000000003,7.5
2019-01-26,0.0,18.35,8.35
2019-01-27,0.0,18.6,10.0
2019-01-28,0.0,18.9,12.2
2019-01-29,0.3,17.5,10.0
2019-01-30,5.6,15.3,10.85
2019-01-31,38.4,15.850000000000001,11.399999999999999
2019-02-01,18.0,15.0,11.149999999999999
2019-02-02,96.2,15.55,10.3
2019-02-03,40.5,14.450000000000001,10.0
2019-02-04,53.9,11.399999999999999,6.15
2019-02-05,3.8,10.0,4.4
2019-02-06,0.0,12.2,5.6
2019-02-07,0.0,12.8,6.1
2019-02-08,20.799999999999997,11.399999999999999,5.55
2019-02-09,40.7,11.1,6.15
2019-02-10,20.4,10.0,4.15
2019-02-11,0.0,11.399999999999999,6.15
2019-02-12,23.6,11.149999999999999,6.15
2019-02-13,243.10000000000002,15.0,6.95
2019-02-14,134.6,16.4,7.25
2019-02-15,25.4,12.2,7.8
2019-02-16,19.4,11.1,6.7
2019-02-17,22.4,11.1,6.1
2019-02-18,0.0,12.8,6.1
2019-02-19,0.0,14.700000000000001,4.15
2019-02-20,0.0,12.2,8.600000000000001
2019-02-21,0.0,13.850000000000001,5.25
2019-02-22,0.0,13.3,6.7
2019-02-23,0.0,11.95,8.35
2019-02-24,0.0,12.8,9.15
2019-02-25,12.899999999999999,11.95,8.6
2019-02-26,54.6,14.4,11.1
2019-02-27,31.0,15.6,9.4
2019-02-28,0.0,13.3,8.6
2019-03-01,1.3,13.9,8.3
2019-03-02,80.30000000000001,13.3,10.0
2019-03-03,5.3,13.9,10.0
2019-03-04,7.3,13.3,9.4
2019-03-05,30.0,13.9,10.0
2019-03-06,89.9,14.4,10.0
2019-03-07,4.6,12.2,8.9
2019-03-08,0.0,12.2,7.8
2019-03-09,21.9,12.8,7.8
2019-03-10,14.2,13.9,7.8
2019-03-11,0.0,17.2,7.2
2019-03-12,0.0,13.9,9.4
2019-03-13,0.0,16.1,8.9
2019-03-14,0.0,17.8,8.3
2019-03-15,0.0,20.0,8.9
2019-03-16,0.0,21.7,8.9
2019-03-17,0.0,22.2,9.4
2019-03-18,0.0,22.8,10.6
2019-03-19,0.0,16.1,7.8
2019-03-20,76.30000000000001,13.899999999999999,7.5
2019-03-21,0.0,11.15,6.35
2019-03-22,44.7,13.3,10.0
2019-03-23,8.3,14.4,10.0
