day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
2020-01-01,5.266666666666667,6.6,3.971428571428571,-6.228571428571429,9.8,15.7,1.0,,,,,,,
2020-01-02,5.133333333333333,0.0,7.9142857142857155,0.8714285714285713,9.8,14.3,,,,,,,,
2020-01-03,2.6,0.5,6.9,1.0625,5.8,6.7,,,,,,,,
2020-01-04,4.166666666666667,62.900000000000006,1.6857142857142857,-2.342857142857143,7.6,10.7,1.0,,,,,,1.0,
2020-01-05,6.266666666666667,1.6,4.0249999999999995,-4.0625,12.5,18.8,,,,,,,,
2020-01-06,3.766666666666667,0.0,5.85,-3.0125,8.1,11.2,,,,,,,,
2020-01-07,4.566666666666666,0.0,4.9375,-3.0875,9.4,14.8,,,,,,,,
2020-01-08,4.8,0.0,1.2249999999999999,-8.7,11.2,16.5,,,,,,,,
2020-01-09,7.633333333333333,3.1,6.675,-6.0,13.4,20.1,,,,,,,,
2020-01-10,4.3999999999999995,121.4,9.6625,1.2,11.6,15.2,1.0,1.0,,,,,,
2020-01-11,9.533333333333333,1747.6,5.35,-1.825,17.4,23.3,1.0,1.0,,,,1.0,,1.0
2020-01-12,2.6,231.1,0.7125,-4.475,7.6,10.3,1.0,,,,,1.0,1.0,
2020-01-13,3.6666666666666665,15.2,0.775,-2.0,8.9,11.6,1.0,,,,,,,
2020-01-14,3.733333333333333,0.0,3.8125,-1.9875,9.8,13.0,1.0,,,,,,,
2020-01-15,3.5,1.6,2.85,-3.3125,10.3,14.3,1.0,,,,,,,
2020-01-16,5.233333333333333,4.8999999999999995,0.16250000000000003,-9.0,9.8,14.3,,,,,,,,
2020-01-17,4.6000000000000005,17.2,-2.5375,-10.4625,12.5,15.7,1.0,1.0,,1.0,,1.0,,
2020-01-18,7.266666666666666,793.6,1.757142857142857,-12.557142857142859,15.7,21.9,1.0,,,1.0,,1.0,1.0,1.0
2020-01-19,5.933333333333334,28.900000000000002,-3.9875,-17.2625,11.6,17.4,,,,,,,,
2020-01-20,2.8333333333333335,24.8,-2.9875,-11.0125,5.4,6.7,,,,,,,,
2020-01-21,3.4333333333333336,21.6,-1.5125,-10.45,7.6,11.6,1.0,,,,,,,
2020-01-22,5.533333333333334,2.0,0.6375,-7.025,8.9,13.0,,,,,,,,
2020-01-23,3.466666666666667,72.1,1.3125,-2.8375,7.6,10.7,1.0,,,,,,,
2020-01-24,2.1999999999999997,281.4,2.65,-0.2,6.3,8.9,1.0,1.0,,,,,,
2020-01-25,3.6333333333333333,348.5,2.225,0.28750000000000003,7.2,9.8,1.0,,,,,1.0,,
2020-01-26,4.133333333333334,82.9,1.1875,-1.7625000000000002,7.6,10.3,1.0,,,,,,,
2020-01-27,2.6666666666666665,0.3,1.4625000000000001,-2.525,4.5,7.2,1.0,,,,,1.0,,
2020-01-28,2.3333333333333335,2.0,0.65,-1.425,5.8,7.6,1.0,,,,,,,
2020-01-29,1.4333333333333333,3.8,0.3375,-1.5625,4.5,6.3,,,,,,,1.0,
