day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT08
2022-01-01,2.1,0.3,28.599999999999998,17.775,7.6,10.3,1.0,,,1.0
2022-01-02,3.1666666666666665,0.0,28.725,18.200000000000003,7.6,9.8,,,,
2022-01-03,4.266666666666667,11.4,26.075,14.049999999999999,10.7,14.3,1.0,,,
2022-01-04,2.3333333333333335,0.0,23.05,8.6,7.2,8.9,,,,
2022-01-05,1.4000000000000001,0.0,24.6,11.1,6.7,9.8,1.0,,,
2022-01-06,1.3666666666666665,0.0,24.3,11.925,5.4,7.2,,,,
2022-01-07,2.3666666666666667,4.1,23.9,11.95,7.6,9.4,,,,
2022-01-08,2.4333333333333336,0.0,24.875,10.575,8.1,10.3,,,,
2022-01-09,2.1,0.0,26.775,12.375,8.1,10.7,,,,
2022-01-10,2.533333333333333,0.3,26.825,14.6,9.8,11.6,1.0,,1.0,
2022-01-11,3.8666666666666667,22.1,23.9,10.55,9.4,11.6,,,,
2022-01-12,2.066666666666667,0.0,23.075,10.575,7.2,9.4,,,,
2022-01-13,2.3666666666666667,0.0,23.45,11.525,8.9,12.1,,,,
2022-01-14,2.1999999999999997,0.0,21.675,10.425,7.2,10.7,,,,
2022-01-15,1.3333333333333333,0.0,21.375,5.55,6.3,8.1,1.0,,,
2022-01-16,6.3999999999999995,52.1,21.675,9.875,12.5,16.5,1.0,,,
2022-01-17,4.6000000000000005,208.3,18.299999999999997,9.875,11.6,15.2,,,,
2022-01-18,1.8666666666666665,0.0,16.8,3.6,7.6,9.8,,,,
2022-01-19,1.5333333333333332,0.0,20.275,4.875,5.8,8.5,,,,
2022-01-20,1.4000000000000001,0.0,24.85,7.074999999999999,8.1,9.8,1.0,,,1.0
2022-01-21,1.5666666666666667,0.0,25.85,10.575000000000001,8.1,10.3,,,,
2022-01-22,3.6333333333333333,3.9000000000000004,19.425,9.425,8.9,10.3,1.0,,,
2022-01-23,2.8000000000000003,17.6,11.825,4.875,6.3,7.6,1.0,,,
2022-01-24,1.2666666666666666,0.0,14.3,0.825,6.3,7.6,,,,
2022-01-25,1.5,7.8,14.633333333333333,4.725,5.4,7.2,1.0,,,
2022-01-26,2.733333333333333,162.6,14.425,9.175,7.6,9.8,1.0,,,
2022-01-27,4.1000000000000005,83.2,18.35,12.35,9.4,12.1,1.0,,,
2022-01-28,3.366666666666667,25.8,20.7,11.675,8.9,12.1,1.0,,,
2022-01-29,4.8999999999999995,8.1,18.05,4.725,13.4,19.2,,,,
2022-01-30,1.5666666666666667,0.0,13.475,-0.8250000000000001,7.6,9.8,,,,
2022-01-31,1.0666666666666667,0.0,17.9,-0.1499999999999999,4.5,6.7,,,,
2022-02-01,1.8666666666666665,0.0,22.225,3.5,8.1,13.9,,,,
2022-02-02,2.6666666666666665,0.0,24.875,6.675,9.4,12.1,,,,
2022-02-03,3.033333333333333,0.8,27.625,11.675,9.8,12.1,,,,
2022-02-04,2.1999999999999997,0.0,28.9,14.6,8.1,10.3,1.0,,,
2022-02-05,3.1333333333333333,22.2,25.575,13.75,8.9,10.3,1.0,,,
