day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT08
2019-01-01,3.0,22.799999999999997,16.925,5.4,7.6,9.8,1.0,1.0,,,,1.0
2019-01-02,4.533333333333333,109.79999999999998,14.575000000000001,9.875,10.7,14.8,1.0,,1.0,,,
2019-01-03,3.8000000000000003,2135.1,13.175,5.4,10.3,13.4,1.0,,1.0,,,
2019-01-04,2.533333333333333,193.7,15.575,2.35,9.8,11.2,1.0,,,,,
2019-01-05,1.3666666666666665,0.0,20.425,3.2,5.4,6.7,1.0,,,,,
2019-01-06,2.5,0.0,22.35,6.55,7.2,9.8,1.0,1.0,,,,
2019-01-07,2.966666666666667,0.0,22.925,13.875,7.6,10.7,,,,,,
2019-01-08,1.7666666666666668,0.0,24.725,12.925,6.7,8.1,1.0,1.0,,,,
2019-01-09,4.3,0.0,19.725,8.35,10.3,13.0,,,,,,1.0
2019-01-10,1.7,0.0,16.675,4.7,5.4,6.7,,,,,,
2019-01-11,3.5666666666666664,0.8,19.15,6.1,9.8,11.6,1.0,,,,,
2019-01-12,4.466666666666667,609.1,18.6,6.95,9.4,13.0,1.0,,,,,
2019-01-13,3.6666666666666665,19.3,15.975,4.7,7.6,10.7,,,,,,
2019-01-14,2.6999999999999997,0.0,14.7,3.1999999999999997,6.3,7.2,,,,,,
2019-01-15,1.8333333333333333,0.0,12.075,5.275,4.5,7.2,,,,,,1.0
2019-01-16,3.0666666666666664,4.3999999999999995,15.299999999999999,7.925000000000001,7.2,8.1,1.0,,,,,1.0
2019-01-17,2.9,86.8,20.025000000000002,11.5,8.1,11.2,1.0,,,,,
2019-01-18,3.5,6.4,21.55,11.0,9.4,13.4,1.0,1.0,1.0,,,
2019-01-19,8.133333333333333,498.1,21.4,5.4,16.1,20.6,1.0,,1.0,,,
2019-01-20,3.1333333333333333,0.0,11.674999999999999,-0.125,8.9,12.1,,,,,,
2019-01-21,3.6333333333333333,16.3,15.975000000000001,1.125,10.3,12.5,,,,,,
2019-01-22,5.266666666666667,2.0,21.525,12.375,13.4,17.4,1.0,,,,,
2019-01-23,5.5,1058.4,19.575,2.225,17.0,22.4,1.0,,,1.0,1.0,
2019-01-24,1.4000000000000001,143.79999999999998,16.55,-0.775,5.8,7.6,,,,,,
2019-01-25,2.1,0.3,17.4,1.5499999999999998,7.6,9.8,,,,,,
2019-01-26,2.033333333333333,1.1,18.775,3.75,6.3,7.6,,,,,,
2019-01-27,2.0,48.8,19.3,4.875,7.6,8.9,1.0,,,,,
2019-01-28,3.6999999999999997,15.7,21.675,4.875,14.8,18.8,1.0,,1.0,,,1.0
2019-01-29,5.6000000000000005,184.29999999999998,13.6,1.7999999999999998,12.5,15.7,1.0,,,,,
2019-01-30,3.1333333333333333,0.6,13.475,2.925,7.2,9.4,,,,,,
2019-01-31,3.966666666666667,16.0,13.6,7.3500000000000005,8.9,11.6,1.0,1.0,,,,
2019-02-01,2.9,286.2,18.475,12.100000000000001,7.6,8.5,1.0,1.0,,,,1.0
2019-02-02,3.1,31.099999999999998,19.3,13.600000000000001,6.7,7.6,1.0,1.0,,,,1.0
2019-02-03,2.9,164.6,20.7,14.875,5.8,7.6,1.0,1.0,,,,
2019-02-04,2.1,31.3,22.625,17.099999999999998,6.3,8.5,1.0,1.0,,,,1.0
2019-02-05,3.1,1.7,23.05,18.175,7.2,9.4,1.0,1.0,,,,
2019-02-06,4.933333333333334,2.6,24.325,19.475,10.3,13.4,1.0,,,,,
2019-02-07,6.266666666666666,4.3,22.625,8.475,13.9,19.7,1.0,,,,,1.0
2019-02-08,6.733333333333333,69.7,9.6,2.075,11.6,14.8,,,,1.0,1.0,
2019-02-09,4.2,16.0,9.725,1.9249999999999998,8.1,10.3,,,,,,
2019-02-10,3.8333333333333335,1.3,19.725,5.0,7.6,9.8,1.0,1.0,,,,1.0
2019-02-11,3.6,73.9,22.75,12.625,7.6,11.6,1.0,1.0,1.0,,,
2019-02-12,5.0,241.6,19.85,6.375,10.7,13.9,,,,,,
2019-02-13,2.533333333333333,10.200000000000001,19.3,2.35,8.1,11.2,,,,,,
2019-02-14,4.066666666666667,0.0,23.875,7.65,11.2,13.9,1.0,,,,,
2019-02-15,3.4666666666666663,0.0,24.975,12.9,9.8,12.5,1.0,,,,,1.0
2019-02-16,2.266666666666667,15.3,21.525,13.200000000000001,6.7,8.1,1.0,,,,,1.0
2019-02-17,4.833333333333333,29.400000000000002,20.825,11.375,10.7,14.3,1.0,,,,,1.0
2019-02-18,6.266666666666667,21.6,19.025,7.775,10.7,13.9,,,,,,
2019-02-19,4.633333333333333,59.199999999999996,12.649999999999999,7.475,9.4,12.5,1.0,,,,,
2019-02-20,3.766666666666667,136.7,16.25,7.1,6.7,9.4,1.0,,,,,
2019-02-21,4.066666666666667,185.1,14.025,9.325,7.6,9.4,1.0,1.0,1.0,,,
2019-02-22,2.6999999999999997,146.1,20.825,9.175,6.3,7.2,1.0,1.0,,,,1.0
2019-02-23,4.0,16.3,24.325,12.65,13.4,17.4,1.0,1.0,,,,1.0
2019-02-24,4.1000000000000005,30.4,21.4,9.175,9.8,12.1,,,,,,
2019-02-25,4.2,14.6,18.225,8.35,8.1,10.7,1.0,,1.0,,,
2019-02-26,3.6999999999999997,180.1,18.75,10.725,8.9,12.5,1.0,,1.0,,,
2019-02-27,1.9000000000000001,1083.2,23.05,13.649999999999999,5.8,8.5,1.0,1.0,,,,1.0
