day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT08,WT11
2023-01-01,1.7333333333333334,0.0,29.441666666666666,18.391666666666666,5.8,7.2,1.0,1.0,,1.0,
2023-01-02,3.033333333333333,0.3,28.65833333333333,18.708333333333332,7.6,9.8,1.0,,,,
2023-01-03,4.2,0.6,28.275000000000002,20.375,8.1,12.1,,,,1.0,
2023-01-04,3.6,0.0,28.549999999999997,21.363636363636363,8.9,10.7,,,,,
2023-01-05,2.3333333333333335,0.8,29.25,19.683333333333334,6.3,9.4,1.0,,,,
2023-01-06,3.8333333333333335,0.0,27.233333333333334,17.175,8.1,10.3,1.0,,,1.0,
2023-01-07,2.966666666666667,0.5,26.108333333333334,14.350000000000001,7.6,10.7,,,,,
2023-01-08,1.8666666666666665,0.0,26.349999999999998,14.4,6.3,8.9,1.0,,,,
2023-01-09,2.1999999999999997,11.600000000000001,26.766666666666666,15.875,7.6,8.9,1.0,,,,
2023-01-10,2.5,2.3,26.633333333333336,14.825000000000001,6.3,8.5,,,,,
2023-01-11,2.1666666666666665,0.3,26.316666666666666,10.783333333333333,6.3,8.5,,,,,
2023-01-12,1.7666666666666666,0.0,26.175,12.308333333333332,7.6,10.7,1.0,,,,
2023-01-13,4.866666666666667,3.6,27.083333333333332,13.933333333333332,13.4,16.1,1.0,,,,
2023-01-14,6.433333333333334,16.2,22.150000000000002,8.333333333333334,10.7,14.3,,,,,
2023-01-15,2.6666666666666665,0.3,17.099999999999998,5.2,7.6,10.3,,,,,
2023-01-16,1.3666666666666665,0.8,21.191666666666666,5.2,5.4,7.2,,,,,
2023-01-17,1.7666666666666666,0.0,23.883333333333336,8.941666666666666,7.2,10.3,1.0,,,,
2023-01-18,2.1666666666666665,0.0,25.875,12.025,8.1,10.7,,,,,
2023-01-19,2.3666666666666667,0.0,27.416666666666668,14.216666666666667,6.7,9.4,,,,,
2023-01-20,1.5666666666666667,0.0,28.727272727272727,16.0,5.8,7.2,1.0,,,,
2023-01-21,2.066666666666667,0.0,28.366666666666664,17.541666666666668,6.3,8.5,1.0,,,,
2023-01-22,4.2,0.3,28.425,18.224999999999998,10.3,13.4,1.0,,,,
2023-01-23,3.6,0.3,29.65833333333333,19.408333333333335,10.7,15.2,1.0,,,,
2023-01-24,5.066666666666666,0.5,28.40909090909091,18.645454545454545,9.8,12.1,,,,,
2023-01-25,4.533333333333333,8.6,27.683333333333334,20.925,11.6,13.4,,,,,
2023-01-26,3.3000000000000003,0.8,28.0,20.083333333333332,8.1,10.3,1.0,,,,
2023-01-27,4.533333333333333,0.0,24.116666666666664,16.633333333333333,8.9,11.2,,,,,
2023-01-28,5.3999999999999995,0.0,23.99166666666667,16.400000000000002,10.7,13.4,,,,,
2023-01-29,5.566666666666666,0.3,27.041666666666668,20.466666666666665,9.8,12.1,1.0,,,1.0,
2023-01-30,3.1333333333333333,2.6999999999999997,28.40833333333333,20.416666666666668,7.2,9.8,1.0,1.0,,1.0,
2023-01-31,2.9333333333333336,0.3,28.799999999999997,19.116666666666667,6.3,9.8,1.0,,,,
2023-02-01,1.8666666666666665,0.0,29.099999999999998,18.575,6.3,8.5,1.0,1.0,,,
2023-02-02,2.3000000000000003,0.0,29.400000000000002,18.658333333333335,7.2,10.7,1.0,1.0,,,
2023-02-03,3.1,0.0,29.936363636363637,18.481818181818184,10.7,16.1,1.0,,,,
2023-02-04,6.433333333333334,49.800000000000004,27.650000000000002,17.20909090909091,13.4,16.5,1.0,,,1.0,
2023-02-05,2.733333333333333,1948.5,26.936363636363637,19.236363636363635,8.9,13.4,1.0,,1.0,,
2023-02-06,3.1999999999999997,480.59999999999997,27.72,18.77,8.1,10.3,1.0,,,,
2023-02-07,4.466666666666667,6.6,26.963636363636365,18.330000000000002,10.3,13.4,,,,,
2023-02-08,4.933333333333334,0.0,26.349999999999998,19.025000000000002,9.4,11.6,,,,,
2023-02-09,5.933333333333334,0.0,27.372727272727275,20.663636363636364,10.7,12.5,,,,,
2023-02-10,4.033333333333333,0.0,28.181818181818183,21.30909090909091,8.9,14.3,,,,,
2023-02-11,3.533333333333333,0.5,28.833333333333332,20.216666666666665,9.8,12.1,1.0,,,,
2023-02-12,5.633333333333333,355.8,27.224999999999998,17.272727272727273,11.2,16.1,1.0,,1.0,,
2023-02-13,4.166666666666667,0.3,25.175,13.416666666666666,9.4,12.1,,,,,
2023-02-14,3.4,0.0,24.675,11.891666666666666,7.6,10.7,,,,1.0,
2023-02-15,4.933333333333334,0.0,26.308333333333334,15.225,9.4,11.6,,,,,
2023-02-16,4.733333333333333,0.0,27.927272727272726,20.06,8.9,11.6,,,,,
2023-02-17,2.6999999999999997,25.2,28.11818181818182,20.7,8.1,10.7,1.0,,,1.0,
2023-02-18,3.6999999999999997,122.7,28.25,19.75,8.9,11.2,1.0,1.0,,,
2023-02-19,2.6999999999999997,3.9,28.38333333333333,19.483333333333334,6.7,11.6,1.0,,,,
2023-02-20,2.1666666666666665,0.3,29.15833333333333,19.64166666666667,6.7,10.7,1.0,,,,
2023-02-21,2.1,0.0,29.341666666666665,18.533333333333335,6.7,10.7,1.0,1.0,,,
2023-02-22,2.9,0.0,29.472727272727273,18.545454545454547,7.6,11.2,1.0,,,,
2023-02-23,3.4333333333333336,0.0,29.383333333333336,20.683333333333334,7.2,10.7,,,,,
2023-02-24,2.9333333333333336,0.0,29.854545454545452,19.09090909090909,8.1,10.7,1.0,,,,
2023-02-25,1.9666666666666668,0.0,29.425,18.341666666666665,5.8,8.5,,,,1.0,
2023-02-26,2.066666666666667,0.0,29.775000000000002,17.775000000000002,6.7,8.5,1.0,,,,
2023-02-27,2.8000000000000003,0.0,29.7,16.90909090909091,8.1,11.6,1.0,,,,
2023-02-28,2.6333333333333333,0.0,30.49090909090909,16.172727272727272,7.2,9.4,,,,,
2023-03-01,2.1666666666666665,0.0,30.525000000000002,15.325000000000001,6.7,9.8,1.0,1.0,,,
2023-03-02,3.033333333333333,0.0,29.245454545454546,17.216666666666665,8.1,12.5,,,,,
2023-03-03,4.8999999999999995,0.0,29.830000000000002,20.40909090909091,11.6,16.5,,,,,
2023-03-04,3.4,0.0,30.791666666666668,20.454545454545453,8.1,11.2,1.0,,,1.0,
2023-03-05,1.8333333333333333,0.0,31.675,18.558333333333334,6.7,8.5,1.0,,,,
2023-03-06,2.3333333333333335,0.0,31.724999999999998,19.175,6.3,18.3,1.0,,,1.0,
2023-03-07,3.1333333333333333,0.0,31.916666666666668,20.191666666666666,6.7,11.2,1.0,,,,
2023-03-08,4.066666666666666,7.3,31.908333333333335,20.416666666666668,8.1,10.7,,,,,
2023-03-09,4.833333333333333,5.6,28.90833333333333,19.958333333333332,9.4,11.6,,,,,
2023-03-10,2.9,0.5,27.272727272727273,16.30909090909091,7.6,11.2,,,,,
2023-03-11,3.8666666666666667,0.3,28.75,17.916666666666668,9.4,11.6,1.0,,,,
2023-03-12,2.6333333333333333,60.5,30.650000000000002,17.533333333333335,8.1,10.3,1.0,,,,
2023-03-13,4.366666666666667,0.0,31.358333333333334,19.166666666666668,11.2,14.3,1.0,,,,
2023-03-14,3.5,0.8,30.245454545454546,19.645454545454545,7.2,8.9,1.0,,,,
2023-03-15,3.5,2.6,26.145454545454548,16.654545454545456,9.4,11.6,,,1.0,,
2023-03-16,4.666666666666667,16.2,24.936363636363637,14.19090909090909,9.8,14.3,1.0,,,,
2023-03-17,4.366666666666666,0.3,26.208333333333332,15.991666666666667,9.4,13.4,,,,,
2023-03-18,2.8666666666666667,0.3,28.46666666666667,17.5,8.9,13.0,,,,,
2023-03-19,3.4,3.8,27.866666666666664,17.316666666666666,8.1,10.3,1.0,,,,
2023-03-20,5.033333333333333,295.4,25.366666666666664,14.808333333333332,9.8,12.5,1.0,,1.0,,
2023-03-21,4.133333333333334,13.6,25.275000000000002,14.350000000000001,7.6,12.1,,,,,
2023-03-22,4.133333333333334,0.0,26.941666666666666,15.333333333333334,9.8,12.5,,,,,
2023-03-23,4.633333333333333,0.8,27.400000000000002,17.908333333333335,9.4,11.2,,,,,
2023-03-24,3.7999999999999994,1.9000000000000001,28.718181818181815,18.490909090909092,8.1,9.8,,,,,
2023-03-25,4.0,0.0,29.575,20.808333333333334,8.1,11.6,,,,,
2023-03-26,4.2,0.0,30.375,21.95,7.6,11.6,1.0,,,,
2023-03-27,3.766666666666667,5.0,30.675,21.433333333333334,8.9,11.6,1.0,,1.0,,
2023-03-28,2.1999999999999997,71.8,31.083333333333332,21.65833333333333,8.9,10.7,1.0,,,1.0,
2023-03-29,2.1666666666666665,116.5,31.708333333333332,19.958333333333332,9.4,11.6,1.0,1.0,1.0,,
2023-03-30,3.8666666666666667,614.4,29.383333333333336,20.508333333333333,9.8,13.4,1.0,,,,
2023-03-31,6.133333333333333,683.2,27.683333333333334,21.308333333333334,9.8,13.0,,,,,
2023-04-01,3.8333333333333335,23.3,29.166666666666668,21.333333333333332,8.1,11.2,1.0,,,1.0,
2023-04-02,2.4,117.3,31.166666666666668,20.041666666666668,6.7,9.4,1.0,1.0,,1.0,
2023-04-03,2.9333333333333336,0.3,31.018181818181816,20.19090909090909,7.6,9.8,1.0,,,,
2023-04-04,4.266666666666667,0.0,30.816666666666666,21.241666666666667,7.6,10.3,,,,,
2023-04-05,6.033333333333334,0.0,30.150000000000002,22.441666666666666,10.3,12.5,,,,,
2023-04-06,6.2,5.7,30.041666666666668,23.474999999999998,10.3,13.9,,,,,
2023-04-07,4.733333333333333,1.6,29.53333333333333,22.40833333333333,8.9,10.7,,,,1.0,
2023-04-08,3.6666666666666665,9.4,29.675,20.916666666666668,7.6,10.7,1.0,,,,
2023-04-09,3.1999999999999997,31.1,30.849999999999998,20.241666666666667,13.0,17.0,1.0,,1.0,1.0,
2023-04-10,4.766666666666667,357.6,28.891666666666666,20.05,11.6,13.4,1.0,,1.0,1.0,
2023-04-11,7.366666666666667,1517.8,26.991666666666664,20.20909090909091,13.0,16.5,1.0,,,1.0,
2023-04-12,5.1000000000000005,1068.8,25.754545454545454,20.781818181818185,11.2,14.8,1.0,,1.0,1.0,
2023-04-13,3.4,1057.6,27.741666666666664,20.925,9.4,12.5,1.0,,1.0,,
2023-04-14,2.0,158.2,31.266666666666666,21.316666666666666,10.3,13.9,1.0,,1.0,1.0,
2023-04-15,2.6333333333333333,90.0,31.8,21.433333333333334,7.2,9.8,,,1.0,,
2023-04-16,3.0666666666666664,13.299999999999999,31.575000000000003,22.183333333333334,9.4,12.5,1.0,,1.0,,
2023-04-17,3.8666666666666667,465.6,30.991666666666664,19.60833333333333,10.7,15.2,1.0,,1.0,1.0,
2023-04-18,4.133333333333333,57.699999999999996,30.03333333333333,18.366666666666667,9.8,14.8,,,,,
2023-04-19,3.6666666666666665,0.0,28.0,18.416666666666668,8.9,12.1,,,,1.0,
2023-04-20,3.8333333333333335,0.0,28.40833333333333,19.433333333333334,8.1,13.0,,,,1.0,
2023-04-21,2.5,71.8,29.481818181818184,19.854545454545455,8.1,11.2,,,1.0,1.0,
2023-04-22,2.1666666666666665,59.0,30.46666666666667,20.183333333333334,11.6,14.8,1.0,,1.0,,
2023-04-23,2.766666666666667,291.8,31.49090909090909,20.354545454545455,7.6,9.8,1.0,,,1.0,
2023-04-24,3.1,92.6,29.21666666666667,21.116666666666667,9.4,13.0,1.0,1.0,1.0,1.0,
2023-04-25,3.3333333333333335,403.40000000000003,29.691666666666666,20.458333333333332,9.4,12.5,1.0,,1.0,1.0,
2023-04-26,2.6,24.9,30.641666666666666,20.608333333333334,10.3,12.5,,,1.0,,
2023-04-27,3.4,46.5,31.272727272727273,20.763636363636365,9.4,13.0,,,,,
2023-04-28,2.733333333333333,52.599999999999994,31.50909090909091,22.236363636363635,12.5,19.2,1.0,,1.0,1.0,
2023-04-29,4.166666666666667,373.0,31.71666666666667,23.141666666666666,11.6,14.8,1.0,,1.0,1.0,
2023-04-30,6.3,129.0,30.775000000000002,21.983333333333334,13.4,17.0,1.0,,1.0,1.0,
2023-05-01,3.9333333333333336,36.7,30.133333333333336,18.841666666666665,8.1,11.6,1.0,,,,
2023-05-02,3.1999999999999997,0.0,30.900000000000002,18.666666666666668,8.1,10.3,1.0,,,,
2023-05-03,3.433333333333333,0.0,31.683333333333334,19.349999999999998,8.1,9.8,,,,,
2023-05-04,2.3333333333333335,1.5,31.927272727272726,18.227272727272727,6.3,7.6,,,,,
2023-05-05,3.1999999999999997,0.0,30.983333333333334,18.75,8.1,13.0,,,,1.0,
2023-05-06,4.0,12.2,30.863636363636363,20.245454545454546,9.4,12.5,1.0,,,1.0,
2023-05-07,6.266666666666667,33.5,29.866666666666664,22.358333333333334,10.7,13.4,1.0,,,,
2023-05-08,3.8666666666666667,41.699999999999996,29.736363636363638,20.299999999999997,7.2,10.3,,,,,
2023-05-09,2.4666666666666663,0.0,30.508333333333336,20.545454545454547,6.3,8.5,,,,,
2023-05-10,2.6999999999999997,0.0,31.666666666666668,21.07272727272727,8.1,10.7,,,,,
2023-05-11,4.133333333333334,0.0,31.525000000000002,22.12727272727273,8.1,11.6,,,,,
2023-05-12,5.733333333333333,0.3,30.650000000000002,23.363636363636363,9.8,12.1,,,,,
2023-05-13,5.1000000000000005,20.5,30.383333333333336,23.372727272727275,8.9,12.1,,,,,
2023-05-14,3.8666666666666667,8.899999999999999,30.483333333333334,22.78181818181818,9.4,12.5,,,1.0,,
2023-05-15,3.233333333333333,92.7,30.972727272727273,22.509999999999998,8.9,10.7,1.0,,1.0,,
2023-05-16,2.6999999999999997,147.7,31.69090909090909,21.619999999999997,6.3,9.4,1.0,,1.0,,
2023-05-17,3.2000000000000006,151.2,32.18333333333333,22.763636363636365,10.3,13.4,1.0,,1.0,,
2023-05-18,1.7666666666666668,166.79999999999998,32.30909090909091,20.669999999999998,10.7,14.8,1.0,,1.0,,
2023-05-19,1.8666666666666665,336.6,31.827272727272728,22.330000000000002,14.8,17.4,1.0,,1.0,,
2023-05-20,2.8666666666666667,176.6,31.683333333333334,22.663636363636364,7.6,10.7,1.0,,1.0,,
2023-05-21,2.433333333333333,69.7,31.491666666666664,23.327272727272724,7.6,10.3,1.0,,,1.0,
2023-05-22,2.4,65.3,31.79090909090909,23.380000000000003,8.1,10.3,1.0,,1.0,1.0,
2023-05-23,2.2333333333333334,165.39999999999998,31.491666666666664,23.11818181818182,9.4,12.1,1.0,,1.0,,
