day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT05,WT06,WT08
2024-01-01,3.9200000000000004,0.3,17.416666666666668,6.216666666666666,8.1,12.1,1.0,1.0,,,,
2024-01-02,3.5799999999999996,57.6,10.266666666666667,6.95,6.7,10.7,1.0,,1.0,,,1.0
2024-01-03,2.7199999999999998,1673.6,10.466666666666667,5.383333333333333,6.7,8.9,1.0,,,,,
2024-01-04,2.58,18.5,13.049999999999999,4.433333333333334,7.6,9.4,1.0,,,,,
2024-01-05,2.8200000000000003,286.5,18.150000000000002,5.566666666666666,9.8,13.0,1.0,,,,,1.0
2024-01-06,2.2,6.8999999999999995,19.533333333333335,1.4000000000000001,8.1,11.6,,,,,,
2024-01-07,3.94,2.2,19.333333333333332,2.0500000000000003,11.2,15.7,1.0,,,,,
2024-01-08,6.44,682.5,21.75,8.9,14.8,23.3,1.0,,,,,
2024-01-09,5.58,126.3,15.733333333333334,1.7000000000000002,14.3,19.2,,,,,,
2024-01-10,2.32,0.6,19.266666666666666,-1.4166666666666667,8.1,12.5,,,,,,1.0
2024-01-11,2.3600000000000003,0.3,23.7,1.6666666666666667,7.6,9.8,1.0,1.0,,,,
2024-01-12,5.779999999999999,0.0,19.066666666666666,1.1333333333333335,14.3,23.7,1.0,1.0,,,,1.0
2024-01-13,2.0599999999999996,6.4,18.150000000000002,-2.033333333333333,8.1,11.2,,,,,,
2024-01-14,5.5600000000000005,0.0,11.216666666666667,-4.816666666666666,8.9,13.4,1.0,,,,1.0,1.0
2024-01-15,5.540000000000001,2.3,-1.4166666666666667,-6.333333333333333,10.3,14.3,1.0,,,,1.0,1.0
2024-01-16,4.279999999999999,0.3,1.6500000000000001,-7.216666666666666,10.7,16.1,,,,,,
2024-01-17,1.8,0.0,7.116666666666667,-8.983333333333333,6.3,8.9,,,,,,
2024-01-18,2.48,0.0,20.266666666666666,-0.9833333333333334,7.6,9.8,,,,,,
