day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08
2020-01-01,2.733333333333333,11.9,15.700000000000001,7.2,9.8,11.2,1.0,,,,1.0
2020-01-02,1.7333333333333334,165.89999999999998,17.35,13.35,6.3,9.4,1.0,1.0,,,
2020-01-03,3.033333333333333,159.6,19.85,11.25,10.3,12.5,1.0,,,,1.0
2020-01-04,2.3333333333333335,0.0,20.875,2.5,5.8,9.8,,,,,1.0
2020-01-05,2.8000000000000003,0.0,22.5,5.0,8.1,11.2,1.0,,,,
2020-01-06,2.3000000000000003,0.0,23.6,7.65,7.2,9.8,1.0,1.0,,,
2020-01-07,2.733333333333333,0.0,20.4,5.975,8.1,11.2,,,,,1.0
2020-01-08,3.766666666666667,0.0,20.025,2.375,10.3,12.5,,,,,
2020-01-09,5.566666666666666,0.3,22.65,12.375,11.6,15.7,,,,,1.0
2020-01-10,7.833333333333333,27.6,23.45,19.3,13.4,17.9,1.0,,1.0,,1.0
2020-01-11,4.533333333333334,814.6999999999999,20.425,7.075,17.0,22.8,1.0,,1.0,,
2020-01-12,2.6666666666666665,38.1,14.45,1.8,6.3,8.9,,,,,1.0
2020-01-13,2.733333333333333,65.5,17.1,8.475,6.3,7.2,1.0,1.0,,,1.0
2020-01-14,2.9,236.4,24.75,16.825,9.4,11.2,1.0,1.0,,,1.0
2020-01-15,3.1999999999999997,92.2,26.8,18.2,7.2,8.9,1.0,,,,
2020-01-16,3.3666666666666667,3.4,24.45,18.45,8.1,10.7,1.0,1.0,,,1.0
2020-01-17,4.966666666666667,32.7,22.225,15.725,9.4,11.6,1.0,,,,1.0
2020-01-18,3.3333333333333335,31.8,23.875,13.35,10.3,13.0,1.0,,1.0,,1.0
2020-01-19,5.633333333333333,151.6,18.175,6.275,11.2,13.9,,,,,
2020-01-20,3.033333333333333,0.0,18.2,3.475,8.9,11.2,,,,,
2020-01-21,2.9333333333333336,0.0,15.55,2.525,6.7,8.9,,,,,1.0
2020-01-22,5.3999999999999995,152.8,15.85,5.85,13.9,17.9,1.0,,1.0,,
2020-01-23,3.466666666666667,1103.5,16.55,7.375,9.8,12.1,1.0,,1.0,,
2020-01-24,1.5333333333333334,36.8,19.0,4.425,5.8,7.2,1.0,1.0,,,
2020-01-25,3.466666666666667,0.3,19.174999999999997,5.55,9.8,11.6,,,,,
2020-01-26,2.2333333333333334,204.7,22.5,10.7,6.7,8.9,1.0,,,,
2020-01-27,3.1999999999999997,1.9000000000000001,18.9,10.0,7.2,8.5,1.0,1.0,,,1.0
2020-01-28,4.066666666666666,57.9,16.65,10.55,11.2,14.3,1.0,,1.0,,1.0
2020-01-29,5.3,526.7,13.9,8.025,9.4,12.5,,,,,
2020-01-30,3.233333333333333,23.200000000000003,13.175,9.0,6.3,9.8,,,,,
2020-01-31,2.466666666666667,0.0,15.4,6.65,6.7,8.9,1.0,,,,
2020-02-01,1.9666666666666668,0.0,18.733333333333334,5.2,6.7,9.4,1.0,,,,
2020-02-02,3.5666666666666664,0.0,23.299999999999997,6.8,7.6,9.8,,,,,
2020-02-03,5.1000000000000005,0.0,24.4,10.825,11.6,15.7,,,,,
2020-02-04,4.1000000000000005,0.0,25.275,16.375,9.4,12.1,1.0,,,,1.0
2020-02-05,5.766666666666667,2.1999999999999997,18.175,6.25,10.7,13.9,1.0,,1.0,,1.0
2020-02-06,5.166666666666667,54.5,11.125,2.375,11.2,14.8,1.0,,1.0,,
2020-02-07,3.1666666666666665,3.0,19.575,1.125,10.3,12.5,,,,,
2020-02-08,3.6,0.0,22.5,8.9,8.1,10.3,,,,,
2020-02-09,5.333333333333333,4.6,23.05,13.6,11.2,15.7,1.0,,,,1.0
2020-02-10,4.8,42.9,24.875,11.975,9.4,13.0,1.0,,,,1.0
2020-02-11,4.266666666666667,83.1,16.1,10.125,7.6,10.3,1.0,,,,
2020-02-12,3.266666666666667,70.5,14.6,9.875,9.4,11.2,1.0,1.0,1.0,,
2020-02-13,4.566666666666666,52.7,15.425,6.275,10.3,12.5,1.0,1.0,,,
2020-02-14,2.8000000000000003,0.8,15.85,3.2,9.4,11.6,,,,,
2020-02-15,3.6,0.0,18.875,4.9750000000000005,8.1,10.3,1.0,,,,
2020-02-16,1.8666666666666665,0.0,21.375,12.225,7.2,8.9,1.0,1.0,,,1.0
2020-02-17,3.6333333333333333,0.3,25.975,12.225,10.3,12.1,1.0,1.0,,,1.0
2020-02-18,3.3666666666666667,0.8999999999999999,25.55,12.649999999999999,7.6,10.3,1.0,,,,1.0
2020-02-19,4.1,7.1000000000000005,17.775,11.525,7.6,9.8,1.0,,,,1.0
2020-02-20,6.633333333333333,107.5,11.95,7.35,13.0,17.9,1.0,,,,
2020-02-21,4.366666666666666,167.2,12.775,4.3,11.2,14.8,,,,,
2020-02-22,2.266666666666667,15.5,16.525,2.925,8.1,9.8,,,,,
2020-02-23,4.066666666666666,0.0,19.025,7.75,10.3,12.5,1.0,,,,
2020-02-24,2.6666666666666665,467.09999999999997,21.95,12.5,7.2,9.4,,,,,
2020-02-25,3.3000000000000003,391.5,22.525,9.45,11.2,14.8,1.0,,,,
2020-02-26,6.766666666666667,0.5,16.25,5.55,14.3,18.8,,,,,
2020-02-27,1.5666666666666667,0.0,15.025,0.050000000000000044,6.3,8.1,,,,,
2020-02-28,2.5,0.0,20.825,3.475,8.1,10.3,,,,,
2020-02-29,3.3000000000000003,0.0,23.474999999999998,5.275,10.3,12.5,,,,,
2020-03-01,4.8,2.0,22.075,12.524999999999999,11.2,14.8,1.0,,,,
2020-03-02,3.3333333333333335,15.700000000000001,25.425,17.65,8.9,10.7,1.0,,,,1.0
2020-03-03,2.9,1.4,27.1,19.175,11.6,14.8,1.0,,,,1.0
2020-03-04,4.633333333333333,29.7,24.85,15.425,13.0,16.5,1.0,1.0,1.0,,1.0
2020-03-05,4.966666666666666,72.4,24.175,12.525,9.8,15.2,,,,,
2020-03-06,3.5,0.0,23.875,9.575,10.7,13.0,,,,,
2020-03-07,3.4333333333333336,0.0,18.075,6.975,8.1,10.7,,,,,
2020-03-08,5.466666666666666,0.0,21.1,8.325,10.7,13.0,,,,,
2020-03-09,3.9,0.8,22.625,14.85,8.9,11.6,,,,,
2020-03-10,1.9000000000000001,27.4,26.275,17.099999999999998,8.1,9.8,1.0,1.0,,,1.0
2020-03-11,3.466666666666667,43.0,27.625,16.25,8.1,9.8,1.0,1.0,,,
2020-03-12,4.7,0.0,28.2,19.325000000000003,10.3,13.0,,,,,
2020-03-13,4.433333333333334,0.0,27.775,20.85,9.8,12.1,,,,,
2020-03-14,4.333333333333333,0.0,26.95,21.4,9.4,10.7,,,,,
2020-03-15,3.0,6.6,28.2,18.725,7.6,9.4,1.0,,,,1.0
2020-03-16,2.766666666666667,1.3,25.099999999999998,17.775,9.4,11.2,1.0,1.0,,,1.0
2020-03-17,4.1000000000000005,50.3,27.625,19.875,10.3,12.5,1.0,,1.0,,1.0
2020-03-18,4.833333333333333,6.8,27.925,20.575,9.8,11.6,,,,,
2020-03-19,5.3999999999999995,0.0,28.724999999999998,22.75,11.2,13.9,,,,,
2020-03-20,4.133333333333334,162.4,25.275,15.525,10.7,13.0,1.0,,1.0,,
2020-03-21,4.5,712.5,19.025,12.5,9.4,11.2,1.0,,1.0,,
2020-03-22,3.533333333333333,359.1,23.075,14.575,9.8,11.6,1.0,1.0,,,1.0
2020-03-23,3.9,50.1,28.75,18.75,9.8,12.5,1.0,,,,
2020-03-24,4.333333333333333,0.0,29.875,21.275,11.6,14.8,1.0,,,,1.0
2020-03-25,3.1333333333333333,0.0,31.525000000000002,21.4,8.1,9.8,1.0,,,,1.0
2020-03-26,4.033333333333333,0.0,30.975,19.85,9.8,13.0,1.0,,,,1.0
2020-03-27,5.366666666666667,0.0,30.55,20.975,10.7,14.3,1.0,,,,
2020-03-28,3.6333333333333333,4.1,27.475,16.675,9.8,12.5,1.0,,,,1.0
2020-03-29,3.3666666666666667,19.3,27.35,11.925,9.4,12.1,1.0,,,,
2020-03-30,4.033333333333333,2.1,28.175,18.2,10.7,13.9,,,,,
2020-03-31,4.6000000000000005,10.1,24.85,15.525,10.7,14.3,,,,,
2020-04-01,3.966666666666667,0.0,23.9,11.1,9.4,12.1,1.0,,,,
2020-04-02,4.5,0.0,24.175,14.575000000000001,10.7,13.4,,,,,
2020-04-03,3.8666666666666667,36.5,26.525,17.775000000000002,8.9,10.3,1.0,,1.0,,
2020-04-04,4.133333333333333,532.6,21.1,12.925,8.9,10.7,1.0,,1.0,,
2020-04-05,3.266666666666667,805.1,21.8,14.0,7.2,9.4,1.0,,,,
2020-04-06,2.733333333333333,26.799999999999997,24.85,17.5,7.2,8.9,1.0,1.0,,,1.0
