day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT05,WT06,WT08
2023-01-01,2.2,0.3,25.583333333333332,8.05,7.6,11.6,1.0,1.0,,,,1.0
2023-01-02,3.6399999999999997,4.6,28.05,16.483333333333334,9.4,11.6,1.0,1.0,,,,1.0
2023-01-03,2.7600000000000002,13.7,25.46666666666667,11.033333333333333,8.1,10.7,1.0,1.0,,,,1.0
2023-01-04,3.2,0.0,25.34,6.659999999999999,10.3,14.3,,,,,,1.0
2023-01-05,2.225,0.0,23.56,5.08,5.4,6.7,,,,,,1.0
2023-01-06,3.62,0.0,26.233333333333334,8.983333333333334,9.8,13.0,1.0,,,,,
2023-01-07,2.2600000000000002,2.1,23.03333333333333,15.383333333333333,8.1,11.2,,,,,,
2023-01-08,3.6799999999999997,34.599999999999994,21.316666666666666,8.883333333333333,8.1,12.1,,,,,,
2023-01-09,1.92,0.0,22.683333333333334,6.3999999999999995,5.8,7.2,,,,,,
2023-01-10,2.8,0.3,26.116666666666664,11.766666666666666,7.2,9.8,1.0,1.0,,,,1.0
2023-01-11,2.16,0.8999999999999999,26.3,10.366666666666667,8.9,11.6,1.0,1.0,,,,1.0
2023-01-12,5.14,0.8,19.066666666666666,6.483333333333333,12.1,17.9,1.0,,,,,
2023-01-13,1.5,0.0,18.216666666666665,0.3666666666666667,5.8,7.6,,,,,,
2023-01-14,2.3600000000000003,0.0,18.866666666666664,-0.8666666666666667,7.6,9.8,,,,,,1.0
2023-01-15,3.96,0.0,23.433333333333334,6.583333333333333,10.7,14.8,1.0,1.0,,,,1.0
2023-01-16,1.44,0.3,24.066666666666663,10.566666666666666,6.3,8.5,,,,,,
2023-01-17,2.66,0.0,26.283333333333335,9.816666666666666,7.2,12.1,,,,,,
2023-01-18,3.22,9.4,25.833333333333332,10.733333333333334,10.7,15.7,1.0,,,,,1.0
2023-01-19,2.14,0.3,21.866666666666664,5.816666666666667,5.8,8.1,,,,,,
2023-01-20,3.2399999999999998,0.0,16.583333333333332,9.816666666666666,7.6,10.7,,,,,,
2023-01-21,2.04,0.3,18.616666666666664,7.216666666666666,5.8,7.6,1.0,,,,,
2023-01-22,3.04,0.3,18.316666666666666,3.6999999999999997,8.9,12.1,1.0,,,,,
2023-01-23,4.2,0.0,15.466666666666667,1.3333333333333333,9.4,12.5,,,,,,
2023-01-24,5.720000000000001,597.1,15.916666666666666,6.75,12.5,17.4,1.0,,1.0,,,
2023-01-25,3.9200000000000004,791.6,15.383333333333333,1.2833333333333334,9.4,13.0,,,,,,
2023-01-26,1.6199999999999999,1.3,14.2,0.040000000000000015,5.8,8.1,,,,,,1.0
2023-01-27,1.9,2.6,13.5,2.6166666666666667,5.8,8.1,1.0,,,,,
2023-01-28,0.9400000000000001,182.2,14.716666666666669,7.783333333333334,4.0,5.8,1.0,,,,,
2023-01-29,2.7199999999999998,106.5,23.8,8.333333333333334,9.8,14.3,1.0,1.0,,,,1.0
2023-01-30,5.68,33.8,10.450000000000001,0.9500000000000001,9.8,13.0,1.0,,,,,1.0
2023-01-31,4.9399999999999995,99.7,1.3599999999999999,-0.72,8.9,12.1,1.0,,,,1.0,
2023-02-01,3.1,994.5,1.5833333333333333,-0.5,7.2,10.3,1.0,,,,1.0,
2023-02-02,3.2399999999999998,450.2,7.659999999999999,0.7333333333333334,8.1,11.6,1.0,,1.0,,,
2023-02-03,2.52,21.4,13.966666666666667,1.0166666666666666,7.6,11.6,1.0,,,,,
