day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
2023-01-01,6.4,3200.3,11.96923076923077,7.853846153846154,13.4,20.1,1.0,,,,,,1.0,
2023-01-02,2.7125,821.4,11.248717948717948,5.8,7.6,11.2,1.0,,,,,,1.0,
2023-01-03,4.057142857142857,402.3,11.786486486486487,7.210810810810811,10.3,13.0,1.0,,,,,,1.0,
2023-01-04,2.857142857142857,467.0,15.92972972972973,10.21891891891892,9.4,11.2,1.0,,,,,,1.0,
2023-01-05,3.5142857142857147,450.4,13.081578947368422,8.542105263157895,11.6,14.8,1.0,,,,,,1.0,1.0
2023-01-06,1.8125,673.3,15.666666666666666,4.643589743589743,8.1,9.8,1.0,1.0,,,,,1.0,
2023-01-07,1.4333333333333333,3.1,18.276923076923076,4.476923076923077,5.8,8.1,1.0,1.0,,,,,1.0,
2023-01-08,1.6444444444444446,0.0,18.125641025641023,5.05897435897436,6.7,7.6,1.0,,,,,,1.0,
2023-01-09,2.711111111111111,0.0,16.81025641025641,6.453846153846153,7.2,10.7,1.0,,,,,,1.0,
2023-01-10,3.5999999999999996,648.1999999999999,13.966666666666669,7.882051282051282,11.6,15.7,1.0,1.0,,,,,1.0,
2023-01-11,1.9,812.4,14.1925,4.8025,7.6,13.4,1.0,1.0,,,,,,
2023-01-12,1.64,2.9,19.044999999999998,7.12,7.2,8.5,1.0,,,,,,1.0,
2023-01-13,1.5699999999999998,0.0,19.23,6.0600000000000005,8.1,10.3,1.0,1.0,,,,,1.0,
2023-01-14,3.88,611.7,14.1875,6.14,13.0,18.3,1.0,1.0,,,,,1.0,
2023-01-15,3.0200000000000005,4538.2,12.5325,7.977500000000001,10.7,13.9,1.0,,,,,,1.0,
2023-01-16,5.444444444444445,4882.9,12.182051282051283,6.948717948717949,14.8,21.5,1.0,,,,,,1.0,
2023-01-17,3.5625,1012.1,9.926315789473684,4.610526315789474,9.8,13.4,1.0,,,,,,1.0,
2023-01-18,2.011111111111111,114.8,12.823076923076924,1.5487179487179488,6.3,9.4,1.0,1.0,,,,,1.0,
2023-01-19,2.59,29.3,12.4525,1.4875,12.5,16.1,1.0,,,,,,1.0,
2023-01-20,2.08,236.5,12.997499999999999,2.935,6.3,8.5,1.0,1.0,,,,,1.0,
