day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT05,WT06,WT08
2022-01-01,4.733333333333333,0.0,28.849999999999998,18.474999999999998,10.7,16.5,1.0,,,,,1.0
2022-01-02,7.666666666666667,11.2,21.1,-0.09999999999999998,14.3,19.2,1.0,,1.0,,,1.0
2022-01-03,1.6666666666666667,0.0,11.1,-0.35000000000000003,6.7,8.5,,,,,,
2022-01-04,2.566666666666667,0.0,17.775,2.5,7.6,11.2,,,,,,
2022-01-05,2.566666666666667,0.0,23.475,7.4750000000000005,8.9,12.1,1.0,1.0,,,,
2022-01-06,3.6999999999999997,0.0,22.65,6.125,9.4,14.3,1.0,1.0,,,,
2022-01-07,4.033333333333334,0.5,14.05,3.2,7.6,9.8,,,,,,
2022-01-08,5.333333333333333,100.80000000000001,24.025,9.6,10.7,15.7,1.0,1.0,1.0,,,
2022-01-09,4.666666666666667,2321.2,23.9,10.700000000000001,16.1,20.6,1.0,,1.0,,,
2022-01-10,6.0,28.3,18.65,5.975,11.2,17.4,,,,,,
2022-01-11,2.8333333333333335,0.0,17.5,4.025,7.2,8.5,,,,,,
2022-01-12,1.4000000000000001,2.7,18.925,7.050000000000001,4.5,5.8,,,,,,
2022-01-13,1.6666666666666667,0.0,23.35,5.425,6.3,8.1,1.0,,,,,1.0
2022-01-14,2.033333333333333,0.0,23.625,6.375,7.6,10.7,1.0,,,,,
2022-01-15,7.866666666666667,1.7000000000000002,18.475,4.45,16.1,22.8,1.0,,,,,
2022-01-16,3.766666666666667,0.0,16.65,0.85,11.6,15.7,,,,,,
2022-01-17,1.0666666666666667,0.0,18.75,1.25,4.5,6.7,1.0,,,,,1.0
2022-01-18,3.6999999999999997,0.0,22.75,5.550000000000001,10.7,14.3,1.0,,,,,
2022-01-19,3.766666666666667,72.4,25.3,9.875,12.5,15.7,1.0,,1.0,,,
2022-01-20,6.866666666666667,962.6,15.149999999999999,3.875,11.6,17.4,,,,,,
2022-01-21,4.166666666666667,19.8,14.6,2.1,9.4,11.6,,,,,,
2022-01-22,3.3333333333333335,0.5,16.375,-0.6499999999999999,8.9,13.0,,,,,,
2022-01-23,1.4666666666666668,0.0,18.200000000000003,1.25,5.4,6.3,,,,,,
2022-01-24,2.8000000000000003,75.2,15.149999999999999,6.2250000000000005,6.7,8.9,1.0,,1.0,,,1.0
2022-01-25,3.6666666666666665,366.0,17.925,5.55,7.6,9.8,1.0,,,,,1.0
2022-01-26,3.0,1.7,16.65,2.625,8.9,11.2,,,,,,
2022-01-27,2.3666666666666667,0.0,19.15,3.775,6.3,8.1,,,,,,
2022-01-28,4.8,0.0,15.575,4.6,9.8,13.4,,,,,,
2022-01-29,1.9000000000000001,0.0,17.1,-0.37500000000000006,6.3,9.4,,,,,,
2022-01-30,2.6333333333333333,0.0,19.450000000000003,2.5,7.2,8.9,,,,,,
2022-01-31,3.766666666666666,79.8,17.925,7.949999999999999,11.2,14.3,1.0,,,,,
2022-02-01,2.6666666666666665,1155.2,20.0,11.25,9.8,12.5,1.0,1.0,,,,1.0
2022-02-02,3.0666666666666664,16.8,21.7,8.6,9.8,14.8,1.0,1.0,,,,1.0
2022-02-03,6.8999999999999995,461.5,12.65,0.20000000000000007,11.6,16.5,1.0,,1.0,,1.0,
2022-02-04,6.466666666666666,244.7,6.4,-2.85,11.6,15.2,,,,,,
2022-02-05,2.0,1.3,9.725,-2.7,7.2,9.8,,,,,,
2022-02-06,1.1666666666666667,0.0,15.15,-1.725,6.7,8.9,1.0,,,,,
2022-02-07,3.1666666666666665,1.0,17.1,3.775,8.9,11.6,,,,,,
2022-02-08,1.4666666666666668,0.0,17.5,1.5499999999999998,5.8,7.6,,,,,,
2022-02-09,2.033333333333333,0.0,20.85,2.225,6.3,9.4,1.0,,,,,1.0
2022-02-10,1.3666666666666665,0.0,21.25,4.45,5.4,6.7,1.0,,,,,1.0
2022-02-11,2.7000000000000006,0.0,22.475,3.75,9.4,11.6,1.0,1.0,,,,
2022-02-12,4.966666666666667,19.6,16.25,3.3499999999999996,14.3,21.0,1.0,1.0,1.0,,,1.0
2022-02-13,2.5,18.9,15.675,-1.475,7.2,12.5,,,,,,
2022-02-14,2.6999999999999997,0.0,19.75,1.25,7.6,12.1,,,,,,
2022-02-15,4.733333333333333,0.3,21.65,5.125,12.5,14.8,1.0,,,,,
2022-02-16,5.766666666666667,5.7,24.325000000000003,15.15,13.0,17.9,1.0,,,,,1.0
2022-02-17,6.466666666666666,101.1,26.125,6.55,13.0,17.0,1.0,,,,,1.0
2022-02-18,4.866666666666666,78.1,17.625,2.2,11.6,16.1,,,,,,
2022-02-19,2.1999999999999997,0.5,21.25,2.775,6.3,7.6,,,,,,1.0
2022-02-20,2.766666666666667,0.3,21.125,6.1,7.2,8.9,1.0,,,,,
2022-02-21,5.8999999999999995,32.4,28.025,12.5,14.3,20.6,1.0,,,,,
2022-02-22,4.333333333333333,1.9,26.675,14.175,10.3,15.2,1.0,,,,,1.0
2022-02-23,5.3,19.3,20.7,5.2749999999999995,9.4,13.0,1.0,,,,,1.0
2022-02-24,4.333333333333333,30.5,13.325,3.0250000000000004,8.9,13.0,1.0,,,,,1.0
2022-02-25,5.333333333333333,31.3,12.375,3.05,9.8,13.0,1.0,,,,,
2022-02-26,4.266666666666667,51.6,11.4,3.45,7.2,11.6,1.0,,,,,
2022-02-27,4.733333333333333,107.89999999999999,19.05,3.6,9.4,13.4,1.0,,,,,
2022-02-28,1.5999999999999999,6.699999999999999,21.25,1.125,6.7,8.1,,,,,,
2022-03-01,1.2333333333333334,0.0,23.35,2.775,5.4,7.2,,,,,,
2022-03-02,1.9666666666666668,0.0,24.3,3.9,6.7,8.5,1.0,,,,,1.0
2022-03-03,1.8,0.0,25.675,9.6,7.2,9.4,1.0,,,,,1.0
2022-03-04,3.5666666666666664,0.0,25.55,9.175,9.4,13.0,1.0,1.0,,,,1.0
2022-03-05,5.466666666666666,0.5,26.65,18.45,10.7,16.5,,,,,,
2022-03-06,5.433333333333334,0.0,27.625,20.275000000000002,12.5,17.0,1.0,,,,,1.0
2022-03-07,5.8,31.599999999999998,23.875,10.85,12.5,15.7,1.0,,,,,
2022-03-08,4.633333333333334,153.2,14.325,6.675,9.8,12.5,1.0,,1.0,,,
2022-03-09,3.5666666666666664,122.0,18.5,6.275,8.1,12.1,,,,,,
2022-03-10,2.5,6.1,21.4,4.825,8.1,10.3,1.0,,,,,
2022-03-11,5.8,2.9,20.15,5.675,14.8,21.9,1.0,,,,,1.0
