day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08
2021-01-01,4.433333333333334,1162.9,15.425,4.0,9.4,13.0,,,,,,
2021-01-02,2.766666666666667,0.0,14.425,4.275,7.6,9.8,,,,,,
2021-01-03,2.9333333333333336,0.0,18.775,3.075,7.6,9.8,1.0,,,,,
2021-01-04,1.7,0.0,22.75,6.675,7.6,9.8,1.0,1.0,,,,1.0
2021-01-05,2.8666666666666667,0.0,21.95,7.8,7.2,9.4,1.0,,,,,
2021-01-06,5.066666666666666,57.4,23.325,10.3,11.6,16.5,1.0,,1.0,,,
2021-01-07,4.866666666666666,1097.2,17.1,6.125,9.4,12.1,,,,,,1.0
2021-01-08,3.1,0.0,12.925,4.725,7.2,9.4,,,,,,
2021-01-09,1.8333333333333333,0.0,12.9,1.8,5.8,6.7,1.0,,,,,
2021-01-10,5.833333333333333,224.29999999999998,9.85,2.1,10.7,14.3,1.0,,,1.0,,
2021-01-11,4.533333333333333,1238.0,6.4,1.125,9.4,11.6,1.0,,,,,
2021-01-12,1.3666666666666665,0.0,9.75,-0.5,4.0,5.4,1.0,,,,,1.0
2021-01-13,2.533333333333333,29.2,14.600000000000001,1.525,6.3,8.1,1.0,,,,,
2021-01-14,4.133333333333334,0.0,20.7,3.6,10.7,13.9,,,,,,
2021-01-15,4.866666666666667,0.0,17.925,4.85,12.5,16.5,,,,,,
2021-01-16,2.6,0.0,15.850000000000001,3.175,7.2,10.3,,,,,,1.0
2021-01-17,1.7666666666666666,0.0,19.575,2.5,6.3,8.1,,,,,,1.0
2021-01-18,3.3666666666666667,0.0,21.25,3.2,9.8,11.6,,,,,,
2021-01-19,3.233333333333333,3.2,23.6,12.5,8.9,10.7,,,,,,
2021-01-20,3.1333333333333333,0.3,20.15,14.15,6.7,10.3,1.0,1.0,,,,1.0
2021-01-21,1.4666666666666668,35.8,20.275,14.725000000000001,4.5,5.4,1.0,1.0,,,,
2021-01-22,1.5333333333333332,229.5,20.825,15.825,4.5,6.7,1.0,1.0,,,,1.0
2021-01-23,3.9333333333333336,38.1,18.6,14.575,8.9,11.2,1.0,,,,,1.0
2021-01-24,4.533333333333334,68.8,23.75,16.125,9.8,13.4,1.0,1.0,,,,
2021-01-25,4.166666666666667,12.5,25.425,16.5,9.8,15.7,1.0,,,,,
2021-01-26,2.3000000000000003,7.8,24.875,12.925,6.7,8.1,,,,,,
2021-01-27,6.333333333333333,0.0,21.225,10.15,13.4,16.1,,,,,,
2021-01-28,3.0666666666666664,0.0,17.225,3.9,7.6,10.3,,,,,,
2021-01-29,2.9,0.0,18.45,4.45,7.6,9.8,1.0,,,,,
2021-01-30,4.633333333333334,0.0,22.075,9.3,11.6,15.2,1.0,,,,,1.0
2021-01-31,5.3,2.4,20.55,8.45,10.3,14.3,,,,,,
2021-02-01,3.6999999999999997,0.0,18.05,5.55,8.1,10.3,,,,,,
2021-02-02,2.1999999999999997,0.0,18.625,4.425,7.2,8.5,,,,,,
2021-02-03,3.6333333333333333,0.0,20.15,6.125,9.4,12.1,1.0,,,,,
2021-02-04,4.8,0.0,24.45,12.225000000000001,12.5,16.1,,,,,,
2021-02-05,5.033333333333333,27.7,17.65,9.025,10.3,12.5,1.0,,1.0,,,
