day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
2021-01-01,2.5,42.300000000000004,6.65,1.1,9.8,13.4,1.0,,,,,,,
2021-01-02,3.0,589.0,8.05,1.15,9.8,13.9,1.0,1.0,,,,,,
2021-01-03,2.2,171.29999999999998,9.2,1.6500000000000001,5.4,7.2,1.0,,,,,,,
2021-01-04,1.7,54.0,5.3,-1.6,4.5,6.3,1.0,1.0,,,,1.0,,
2021-01-05,1.7,3.0,5.550000000000001,0.8499999999999999,6.7,8.1,1.0,,,,,,,
2021-01-06,4.7,7.1000000000000005,4.45,1.6500000000000001,9.8,14.3,,,,,,,,
2021-01-07,4.2,0.0,6.4,-0.5,9.4,13.4,,,,,,,,
2021-01-08,3.1,0.0,5.0,-1.35,5.8,8.1,,,,,,,,
2021-01-09,5.7,0.3,5.55,-1.05,9.4,13.4,,,,,,,,
2021-01-10,3.2,0.0,7.5,-2.75,8.1,11.6,,,,,,,,
2021-01-11,0.5,0.0,6.4,-4.95,3.1,4.0,,,,,,,,
2021-01-12,0.8,0.0,7.5,-5.25,4.0,5.4,,,,,,,,
2021-01-13,1.1,0.0,9.75,-4.7,5.4,6.7,,,,,,,,
2021-01-14,1.1,0.0,11.95,-4.1,3.6,5.8,,,,,,,,
2021-01-15,2.9,5.3,11.649999999999999,-2.45,7.2,10.3,1.0,,,,,,,
2021-01-16,3.2,83.8,9.2,-0.5,7.2,9.4,1.0,,,,,,,
2021-01-17,3.5,3.0,7.75,-1.35,6.3,8.1,,,,,,,,
2021-01-18,3.4,0.3,7.5,-0.5,11.2,15.2,,,,,,,,
2021-01-19,3.0,0.0,8.9,-2.1500000000000004,9.4,13.9,,,,,,,,
2021-01-20,4.7,1.7999999999999998,8.05,-3.3,13.4,18.3,,,,,,,1.0,
2021-01-21,2.6,0.3,8.899999999999999,-5.75,6.7,10.3,,,,,,,,
2021-01-22,3.9,0.0,12.2,-2.45,10.7,14.8,,,,,,,,
2021-01-23,6.5,0.0,6.1,-3.0,11.6,17.0,,,,,,,,
2021-01-24,2.7,0.0,1.0999999999999999,-5.55,7.2,10.7,,,,,,,,
2021-01-25,1.9,8.899999999999999,2.2,-3.05,4.5,6.7,1.0,,,,,1.0,,
2021-01-26,0.9,180.6,2.5,-0.8,4.0,5.4,1.0,,,1.0,,1.0,,
2021-01-27,4.0,25.6,4.75,0.0,8.9,13.0,1.0,1.0,,,,,,
2021-01-28,8.5,0.3,3.0500000000000003,-3.0,13.9,19.2,,,,,,,,
2021-01-29,7.1,0.0,0.04999999999999999,-5.8,12.5,17.9,,,,,,,,
2021-01-30,2.2,0.0,1.1,-6.9,6.7,9.8,,,,,,,,
2021-01-31,3.4,53.9,0.85,-4.4,7.6,10.7,1.0,,,,,1.0,,
2021-02-01,6.0,211.3,1.15,-3.8000000000000003,8.9,13.0,1.0,,,1.0,,1.0,,
2021-02-02,7.9,124.0,1.6500000000000001,-2.45,13.4,18.8,1.0,,,,,1.0,,
2021-02-03,7.5,11.1,3.6,-1.1,12.5,16.5,1.0,,,,,1.0,,
2021-02-04,3.8,0.6,6.9,-2.1500000000000004,11.2,15.2,,,,,,1.0,,
2021-02-05,4.8,29.400000000000002,10.55,-2.1500000000000004,9.8,14.8,,,,,,,,
2021-02-06,2.8,1.8,10.85,-1.05,7.2,9.8,,,,,,1.0,,
2021-02-07,3.4,157.29999999999998,8.05,-2.4499999999999997,9.8,13.0,1.0,1.0,,1.0,,,,
2021-02-08,2.8,169.7,3.85,-5.55,5.8,8.5,,,,,,1.0,,
2021-02-09,2.9,0.0,5.800000000000001,-4.4,8.1,11.2,,,,,,,,
2021-02-10,1.9,14.3,6.4,-1.65,5.4,6.7,1.0,,,1.0,,,,
2021-02-11,3.0,250.6,3.65,-0.55,6.7,9.4,1.0,,,,,,1.0,
2021-02-12,2.1,14.4,0.55,-2.45,5.8,7.2,1.0,,,,,1.0,1.0,
2021-02-13,3.5,18.299999999999997,-1.05,-2.75,5.8,7.2,1.0,,,1.0,,1.0,,
2021-02-14,3.4,267.5,0.2999999999999998,-3.3,5.8,7.6,1.0,,,,,1.0,1.0,
2021-02-15,2.4,37.4,2.25,-1.0999999999999999,5.4,6.7,1.0,,,,,,1.0,
2021-02-16,4.1,617.3,5.0,-1.3,13.0,17.9,1.0,,,,,,,
2021-02-17,3.6,0.3,3.9,-4.95,8.1,11.2,,,,,,1.0,,
2021-02-18,3.3,107.8,0.35,-4.1,7.2,10.3,1.0,,,1.0,,1.0,,
2021-02-19,4.5,263.5,1.0999999999999999,-2.2,8.9,12.5,1.0,,,1.0,,1.0,,
2021-02-20,7.1,4.5,1.65,-4.1,14.3,20.1,,,,,,1.0,,
2021-02-21,2.0,0.0,0.8499999999999999,-8.3,5.4,8.1,,,,,,1.0,,
2021-02-22,3.1,18.6,3.5999999999999996,-4.4,7.2,10.3,1.0,,,1.0,,1.0,,
2021-02-23,4.0,285.4,8.05,-2.2,13.0,17.9,1.0,,,,,1.0,,
2021-02-24,3.5,0.5,16.1,-2.45,10.3,15.2,,,,,,1.0,,
2021-02-25,4.6,0.0,15.25,-0.3,13.0,17.9,,,,,,,,
2021-02-26,2.5,8.1,10.55,0.8500000000000001,7.2,11.2,1.0,,,1.0,,,,
2021-02-27,1.5,262.2,10.25,1.6500000000000001,4.5,6.7,1.0,,,,,,,
2021-02-28,1.9,117.7,9.7,4.15,6.3,7.6,1.0,,,,,,,
2021-03-01,5.5,667.3,8.9,4.449999999999999,13.4,20.1,1.0,,,,,,,
2021-03-02,4.2,62.6,8.3,-2.45,12.5,15.7,,,,,,1.0,,
2021-03-03,2.1,0.0,11.65,-3.0,7.6,9.8,,,,,,,,
2021-03-04,6.3,0.0,13.05,-1.1,12.5,18.3,,,,,,,,
2021-03-05,6.6,0.0,8.35,-3.8499999999999996,13.0,18.3,,,,,,,,
2021-03-06,4.5,0.0,6.95,-3.55,10.7,14.8,,,,,,,,
2021-03-07,2.3,0.0,8.05,-6.65,7.6,10.7,,,,,,,,
