day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08
2022-01-01,2.1,84.4,16.15,11.65,9.8,13.0,1.0,1.0,,,,,
2022-01-02,3.6,388.0,17.25,9.2,9.8,14.3,1.0,,,1.0,,,
2022-01-03,5.1,289.3,10.850000000000001,-2.75,10.3,14.8,1.0,1.0,,1.0,,,
2022-01-04,2.5,374.2,0.0,-8.0,6.7,9.4,,,,,,1.0,
2022-01-05,3.5,0.0,1.4,-6.050000000000001,7.2,10.3,,,,,,1.0,
2022-01-06,2.4,0.0,3.9,-2.2,5.8,7.6,1.0,,,,,1.0,
2022-01-07,6.8,121.69999999999999,3.35,-4.4,13.4,16.5,1.0,,,,,1.0,1.0
2022-01-08,2.5,0.3,-0.25000000000000006,-8.3,7.2,9.4,,,,,,1.0,
2022-01-09,3.3,17.8,3.35,-4.4,7.2,10.7,1.0,,,,,1.0,
2022-01-10,7.5,298.5,5.85,-2.7,13.0,17.4,,,,,,1.0,
2022-01-11,3.9,0.0,0.050000000000000044,-6.6,9.8,13.9,,,,,,1.0,
2022-01-12,3.8,0.0,2.5,-7.15,8.9,11.6,,,,,,1.0,
2022-01-13,1.1,0.0,8.9,-4.1,3.6,4.0,,,,,,1.0,
2022-01-14,5.4,0.0,8.6,-2.1500000000000004,10.3,16.1,,,,,,1.0,
2022-01-15,4.7,0.0,3.3499999999999996,-7.1499999999999995,8.9,11.2,,,,,,,
2022-01-16,3.9,56.099999999999994,0.0,-10.5,17.9,25.9,1.0,1.0,,1.0,,1.0,
2022-01-17,7.3,743.1,4.45,-5.3,13.9,20.6,1.0,,,1.0,,1.0,
2022-01-18,4.4,0.0,3.3000000000000003,-2.4499999999999997,14.3,19.2,,,,,,1.0,
2022-01-19,4.7,3.3,7.25,-3.55,9.4,13.4,,,,,,1.0,
2022-01-20,4.4,190.2,8.35,-1.9,8.9,12.1,1.0,,,,,,
2022-01-21,5.2,83.2,-0.25,-9.100000000000001,8.1,12.1,,,,,,1.0,
2022-01-22,2.6,0.0,-3.3,-11.05,6.3,9.4,,,,,,,
2022-01-23,1.7,0.0,1.1,-9.649999999999999,5.8,7.6,,,,,,,
2022-01-24,3.0,0.0,3.9,-9.95,7.6,10.7,,,,,,,
2022-01-25,3.6,0.3,5.55,-3.5500000000000003,9.8,13.0,,,,,,,
2022-01-26,3.0,0.0,3.9,-8.3,7.2,10.3,,,,,,,
2022-01-27,2.3,0.0,0.55,-11.6,7.2,11.2,,,,,,,
2022-01-28,2.4,6.9,1.95,-6.6,7.6,11.2,1.0,,,,,,1.0
2022-01-29,7.7,78.0,1.1,-6.9,11.6,17.9,1.0,,,1.0,,1.0,1.0
2022-01-30,1.7,0.0,-2.7,-11.899999999999999,6.7,9.4,,,,1.0,,1.0,
2022-01-31,1.8,0.0,0.5499999999999998,-9.649999999999999,4.5,6.3,,,,,,1.0,
2022-02-01,1.0,0.0,4.15,-8.0,4.5,6.7,,,,,,1.0,
2022-02-02,2.4,0.0,6.9,-6.050000000000001,5.8,8.9,1.0,1.0,,,,,1.0
2022-02-03,1.8,165.4,10.0,1.6500000000000001,4.5,8.9,1.0,1.0,,,,,
