day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT11
2022-01-01,7.633333333333333,23.8,4.514285714285714,-2.185714285714286,13.4,17.0,1.0,1.0,,,,,,
2022-01-02,4.466666666666666,511.4,-1.0142857142857142,-9.328571428571427,10.3,13.0,1.0,,,,,,,
2022-01-03,3.6666666666666665,1.5,-4.871428571428572,-13.685714285714285,7.2,11.2,,,,,,,,
2022-01-04,5.966666666666666,0.0,-0.6428571428571429,-8.22857142857143,11.2,17.0,,,,,,,,
2022-01-05,8.566666666666666,3.2,0.9714285714285714,-10.214285714285714,14.8,21.0,1.0,,,,,,1.0,1.0
2022-01-06,5.333333333333333,8.4,-8.428571428571429,-14.65,9.4,12.5,1.0,,,,,,1.0,
2022-01-07,3.466666666666667,0.0,-9.528571428571428,-17.7,6.7,9.8,,,,,,,,
2022-01-08,5.166666666666667,2.6,-1.9999999999999998,-11.616666666666667,9.8,13.0,1.0,,,,,1.0,1.0,
2022-01-09,5.533333333333334,44.6,1.4428571428571428,-11.485714285714284,12.5,16.5,1.0,,,,,1.0,1.0,
2022-01-10,4.166666666666667,0.0,-6.242857142857143,-13.828571428571427,9.4,11.6,1.0,,,,,1.0,,
2022-01-11,5.6000000000000005,0.0,-0.8857142857142859,-15.428571428571429,12.5,17.4,,,,,,1.0,,
2022-01-12,2.6,0.0,3.9857142857142853,-5.371428571428572,7.2,10.3,,,,,,,,
2022-01-13,2.466666666666667,0.0,4.114285714285715,-1.4857142857142858,8.9,12.1,1.0,,,,,,1.0,
2022-01-14,6.533333333333334,1.1,2.914285714285714,-2.7142857142857144,9.8,13.4,1.0,,,,,,1.0,
2022-01-15,5.133333333333334,77.7,-2.242857142857143,-7.5,9.8,13.0,1.0,,,,,1.0,,
2022-01-16,2.1666666666666665,0.6,-2.5,-10.783333333333333,6.7,9.8,1.0,,,,,,1.0,
2022-01-17,4.966666666666667,8.1,-1.942857142857143,-5.883333333333333,9.4,13.0,,,,,,,,
2022-01-18,5.7,0.0,4.042857142857143,-6.728571428571429,11.2,16.1,,,,,,,,
2022-01-19,6.266666666666667,0.0,5.314285714285715,-10.35,9.8,14.8,,,,,,,,
2022-01-20,4.3,0.0,-6.0,-13.466666666666667,8.9,11.2,,,,,,,,
2022-01-21,3.0,0.0,-4.642857142857143,-13.671428571428573,6.7,10.7,,,,,,,,
2022-01-22,5.933333333333334,1.9,-0.5428571428571427,-9.328571428571427,11.2,15.7,1.0,,,,,,1.0,
2022-01-23,4.266666666666667,373.5,-3.6,-11.716666666666667,9.8,13.4,1.0,,,,,,,
2022-01-24,4.366666666666666,159.9,-2.9166666666666665,-11.633333333333333,9.8,12.1,1.0,,,,,,1.0,
2022-01-25,4.533333333333334,31.0,-8.271428571428572,-17.6,8.1,11.2,,,,,,,,
2022-01-26,3.9,0.0,-10.257142857142856,-20.7,7.6,11.6,,,,,,,,
2022-01-27,4.966666666666666,0.0,-1.657142857142857,-11.983333333333334,9.8,13.4,1.0,,,,,,,
2022-01-28,3.933333333333333,143.4,-1.8714285714285714,-10.757142857142856,8.1,10.3,1.0,,,,,,,
2022-01-29,3.233333333333333,54.699999999999996,-5.442857142857143,-13.542857142857143,6.3,10.3,,,,,,,,
2022-01-30,2.6999999999999997,0.0,-1.957142857142857,-12.028571428571428,6.3,7.6,,,,,,,,
2022-01-31,3.766666666666667,0.0,0.5857142857142856,-5.742857142857143,8.9,14.3,,,,,,,1.0,
2022-02-01,4.866666666666667,10.2,6.428571428571429,-2.2142857142857144,9.4,13.9,1.0,,,,,,1.0,
2022-02-02,6.3999999999999995,473.2,2.1714285714285713,-7.414285714285714,10.7,15.7,1.0,,,,,,1.0,
2022-02-03,7.233333333333333,334.6,-3.4666666666666663,-8.6,11.6,15.7,,,,,,,,
2022-02-04,4.066666666666666,3.0,-4.457142857142857,-10.950000000000001,9.8,13.9,1.0,,,,,,1.0,
2022-02-05,5.066666666666666,16.7,-6.228571428571429,-15.414285714285715,10.7,15.2,,,,,,,,
2022-02-06,5.266666666666667,0.3,-1.7285714285714284,-10.757142857142856,7.6,14.3,,,,,,,,
2022-02-07,4.1000000000000005,0.3,-0.15714285714285717,-7.8999999999999995,8.1,11.6,1.0,,,,,1.0,1.0,
2022-02-08,4.566666666666666,0.0,1.7428571428571427,-8.7,8.9,13.0,,,,,,,,
2022-02-09,5.266666666666667,0.0,4.771428571428571,-2.0571428571428574,10.3,13.9,,,,,,,,
2022-02-10,5.633333333333333,8.5,2.6142857142857143,-2.3285714285714287,11.2,17.9,,,,,,,,
2022-02-11,6.8,148.5,5.628571428571428,-2.814285714285714,13.4,20.1,1.0,,,,,,,
2022-02-12,4.933333333333334,3.3,0.757142857142857,-10.042857142857143,9.8,13.4,,,,,,,,
2022-02-13,3.5,0.0,-6.871428571428572,-10.928571428571429,7.2,10.7,1.0,,,,,,1.0,
2022-02-14,2.9,0.0,-4.4,-10.5,5.8,8.5,,,,,,,,
2022-02-15,4.5,0.0,4.128571428571428,-6.885714285714286,9.8,16.5,,,,,,,,
2022-02-16,7.366666666666667,97.5,10.714285714285714,1.357142857142857,13.0,19.7,1.0,,,,,,,
2022-02-17,7.866666666666667,1388.3,6.271428571428571,-6.371428571428572,14.8,17.9,1.0,1.0,,,,1.0,1.0,
2022-02-18,6.633333333333333,290.1,-0.5428571428571428,-14.142857142857142,14.8,22.4,1.0,,,,,,1.0,1.0
2022-02-19,6.266666666666667,1.7999999999999998,-2.257142857142857,-13.542857142857143,14.8,21.5,,,,,,,,1.0
2022-02-20,7.5,0.0,5.457142857142857,-9.471428571428572,15.7,23.3,,,,,,,,
2022-02-21,3.0,0.0,8.642857142857142,-0.9142857142857144,7.6,10.3,1.0,,,,,,1.0,
