day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08
2022-01-01,1.5,5.1,9.45,5.85,3.6,4.9,1.0,1.0,,,,,
2022-01-02,4.0,30.7,9.45,3.65,10.3,13.0,1.0,,,,,,
2022-01-03,6.3,1.9000000000000001,3.9,-4.95,8.9,12.1,,,,,,,
2022-01-04,4.4,0.0,-1.65,-8.55,7.6,9.8,,,,,,,
2022-01-05,5.0,3.0,5.6,-5.5,10.7,16.1,1.0,,,,,,
2022-01-06,4.8,7.5,8.35,-0.55,9.8,12.5,,,,,,,
2022-01-07,6.0,45.4,2.8,-3.5500000000000003,10.3,13.0,1.0,1.0,,,,,
2022-01-08,4.8,18.0,-1.35,-8.8,10.3,13.4,,,,,,,
2022-01-09,7.2,0.3,3.5999999999999996,-8.0,14.3,19.7,,,,,,,
2022-01-10,7.5,0.0,5.550000000000001,-3.85,11.2,16.1,,,,,,,
2022-01-11,5.9,0.6,-3.05,-13.25,10.7,14.3,,,,,,,1.0
2022-01-12,5.8,0.0,-2.2,-13.55,13.4,16.5,,,,,,,
2022-01-13,1.9,0.0,6.699999999999999,-6.1,5.4,6.3,,,,,,,
2022-01-14,7.3,0.0,6.95,-5.5,11.6,16.5,,,,,,,
2022-01-15,7.7,0.0,-2.1500000000000004,-15.8,12.5,15.2,,,,,,,
2022-01-16,3.7,0.0,-3.6,-15.8,10.3,12.5,,,,,,,
2022-01-17,10.7,83.6,7.75,-6.3500000000000005,19.7,25.0,1.0,,,,,,
2022-01-18,8.1,11.399999999999999,5.550000000000001,-4.65,13.4,17.9,,,,,,,
2022-01-19,6.2,0.0,3.6,-7.45,13.9,19.2,,,,,,,
2022-01-20,4.9,11.6,6.65,-5.75,9.8,12.5,1.0,,,,,,1.0
2022-01-21,4.9,5.1,-1.65,-12.75,9.8,11.2,,,,,,,
2022-01-22,4.0,0.0,-4.4,-11.65,8.1,9.8,1.0,,,,,,
2022-01-23,4.5,0.3,-0.2500000000000001,-9.95,7.2,10.7,1.0,,,,,,
2022-01-24,3.3,1.6,0.8999999999999999,-5.5,6.3,8.1,1.0,,,,,,
2022-01-25,4.0,5.3,2.8,-3.8499999999999996,7.2,10.3,1.0,,,,,,1.0
2022-01-26,5.5,0.0,1.45,-9.4,8.1,11.6,,,,,,,
2022-01-27,3.8,0.0,-2.75,-13.55,7.2,8.9,,,,,,,
2022-01-28,3.3,0.3,0.0,-8.3,8.1,10.3,1.0,,,,,,
2022-01-29,10.2,35.3,0.04999999999999993,-9.65,16.1,21.0,1.0,1.0,,,,,
2022-01-30,6.4,98.1,-6.35,-13.0,11.2,14.3,,,,,,,
2022-01-31,2.4,0.0,-3.05,-13.55,4.5,6.7,,,,,,,
2022-02-01,3.9,0.0,0.55,-11.9,7.2,8.5,,,,,,,
2022-02-02,0.7,0.0,2.5,-4.15,4.5,5.8,1.0,,,,,,
2022-02-03,3.3,4.3,7.75,0.55,6.3,8.9,1.0,1.0,,,,,
2022-02-04,5.3,126.5,6.3500000000000005,-2.45,10.7,12.1,1.0,1.0,,1.0,,1.0,
2022-02-05,6.3,47.0,-1.8499999999999999,-8.0,11.2,14.8,1.0,,,,,,1.0
2022-02-06,3.1,0.0,-3.3,-12.45,7.6,9.4,,,,,,,
2022-02-07,1.9,10.4,2.2,-8.6,5.8,8.1,1.0,,,1.0,,,1.0
2022-02-08,5.0,75.60000000000001,5.3,-0.7999999999999999,8.9,12.5,1.0,,,,,,
2022-02-09,4.4,0.0,5.55,-1.9,9.8,12.5,,,,,,,
2022-02-10,4.3,0.0,8.9,-1.6,10.3,13.4,1.0,,,,,,
2022-02-11,4.5,0.0,11.1,-1.35,9.4,11.6,,,,,,,
2022-02-12,6.5,0.0,14.2,1.4,12.5,16.1,,,,,,,
2022-02-13,4.5,11.899999999999999,10.299999999999999,-2.75,6.7,8.1,1.0,,,,,,
2022-02-14,6.4,21.7,-2.1999999999999997,-8.85,10.7,13.9,1.0,,,,,,1.0
2022-02-15,5.0,0.0,-3.3,-13.6,9.4,11.6,,,,,,,
2022-02-16,6.0,0.0,3.0500000000000003,-11.899999999999999,11.6,15.7,,,,,,,
2022-02-17,7.7,0.8,13.350000000000001,-1.6500000000000004,13.0,16.5,1.0,,,,,,
2022-02-18,9.7,39.7,16.7,3.4,16.1,20.6,1.0,,,,,,
2022-02-19,6.9,2.5999999999999996,8.049999999999999,-7.45,13.9,17.9,,,,,,,1.0
2022-02-20,7.0,0.6,2.5,-9.100000000000001,13.0,16.5,,,,,,,
2022-02-21,4.6,0.0,8.05,-4.95,11.6,14.3,,,,,,,
2022-02-22,4.0,8.9,13.600000000000001,-1.35,15.7,21.9,1.0,1.0,,,,,
2022-02-23,7.8,39.2,17.5,-0.85,14.3,19.2,,,,,,,
2022-02-24,4.3,0.0,10.55,-5.55,9.8,12.5,,,,,,,
2022-02-25,6.5,42.2,-0.55,-6.65,11.6,15.2,1.0,1.0,,1.0,,,
2022-02-26,3.4,54.1,0.30000000000000004,-11.1,6.3,7.6,,,,,,,
2022-02-27,6.8,0.0,2.8,-7.45,13.0,16.1,1.0,,,,,,
2022-02-28,5.5,2.8,1.7,-8.0,9.4,12.1,,,,,,,
2022-03-01,4.2,2.3,1.0999999999999999,-10.2,9.8,12.1,1.0,,,,,,
2022-03-02,4.8,5.0,5.0,-2.5,8.1,10.3,,,,,,,
2022-03-03,7.2,11.0,6.4,-3.85,10.7,14.3,1.0,,,,,,
2022-03-04,4.4,0.0,3.35,-9.399999999999999,8.1,10.7,,,,,,,
2022-03-05,4.2,0.0,5.0,-5.75,6.7,10.7,,,,,,,
2022-03-06,7.1,0.3,12.2,-0.2999999999999998,14.3,17.9,1.0,1.0,,,,,
2022-03-07,5.4,7.9,17.8,7.2,15.7,21.9,1.0,,,,,,1.0
2022-03-08,7.6,13.7,13.35,2.75,12.5,25.9,,,,,,,
2022-03-09,2.3,6.6,5.550000000000001,-1.1,5.8,7.6,1.0,,,,,,
2022-03-10,3.5,21.700000000000003,7.5,-3.0,6.7,8.5,,,,,,,
2022-03-11,3.8,0.0,10.6,-1.35,8.9,11.6,,,,,,,
2022-03-12,6.0,9.9,10.3,-1.5999999999999999,16.1,21.5,1.0,1.0,,1.0,,1.0,1.0
2022-03-13,8.2,22.4,4.7,-6.1,13.9,18.3,,,,,,,
2022-03-14,5.1,0.0,6.949999999999999,-3.8499999999999996,8.9,13.4,,,,,,,
2022-03-15,4.7,0.5,13.35,3.0999999999999996,9.4,12.1,,,,,,,
2022-03-16,3.7,3.3,13.600000000000001,3.3499999999999996,8.1,8.9,,,,,,,
2022-03-17,2.2,1.8,11.65,2.75,4.5,5.8,1.0,1.0,,,,,
2022-03-18,2.7,1.5,16.65,7.2,7.2,8.5,1.0,1.0,,,,,1.0
2022-03-19,2.9,5.3999999999999995,18.6,6.1,6.7,8.5,1.0,1.0,,,,,
2022-03-20,4.7,14.5,13.35,5.85,10.3,13.9,1.0,,,,,,
2022-03-21,7.5,0.0,16.4,5.55,13.0,17.9,,,,,,,
2022-03-22,7.0,0.0,13.35,1.9500000000000002,13.0,17.4,,,,,,,
2022-03-23,3.9,0.0,6.1,0.6,6.3,8.1,,,,1.0,,,
2022-03-24,7.5,37.0,8.6,0.8499999999999999,10.7,13.0,1.0,,,,,,
2022-03-25,4.4,64.7,11.15,3.3499999999999996,8.9,10.3,1.0,,,,,,
2022-03-26,4.3,8.4,14.2,4.449999999999999,8.1,10.3,,,,,,,
2022-03-27,7.1,17.5,11.95,1.15,11.2,14.8,,,,,,,
2022-03-28,7.6,0.3,5.3,-5.5,12.5,17.4,1.0,,,,,,
2022-03-29,7.8,0.0,2.2,-7.449999999999999,11.6,15.2,,,,,,,
2022-03-30,5.8,0.0,6.65,-3.0,10.3,14.3,,,,,,,
2022-03-31,7.3,3.8,14.15,1.35,14.8,19.7,1.0,,,,,,1.0
2022-04-01,6.3,35.099999999999994,16.95,5.25,13.4,17.9,1.0,,,,,,
2022-04-02,6.8,6.3,13.6,3.5999999999999996,10.3,14.3,,,,,,,
2022-04-03,4.1,0.0,10.55,0.55,8.1,10.3,,,,,,,
2022-04-04,5.6,2.9,12.75,3.05,9.8,13.4,,,,,,,
2022-04-05,4.1,0.0,14.45,3.3499999999999996,8.9,10.7,,,,,,,
2022-04-06,4.6,3.4,13.05,5.0,8.1,11.2,1.0,,,,,,
2022-04-07,6.1,6.4,8.6,3.3499999999999996,12.5,14.8,1.0,,,,,,
2022-04-08,5.5,31.8,14.149999999999999,6.4,13.4,17.0,1.0,,1.0,,,,
2022-04-09,4.3,3.9,16.7,5.85,10.3,14.8,,,1.0,,1.0,,
2022-04-10,6.2,13.299999999999999,14.700000000000001,3.6,11.2,15.7,,,,,,,
2022-04-11,5.3,1.0,15.55,3.85,9.4,12.1,,,,,,,
2022-04-12,4.3,1.1,19.450000000000003,7.5,8.9,10.7,,,,,,,
2022-04-13,4.1,3.1,21.700000000000003,6.95,8.9,12.1,,,,,,,
2022-04-14,4.2,5.8,16.95,8.05,6.3,8.1,1.0,,,,,,
2022-04-15,5.8,16.3,15.25,7.25,11.2,15.7,,,,,,,
2022-04-16,7.3,9.9,21.1,7.75,13.0,16.5,1.0,,1.0,,,,
2022-04-17,5.9,34.0,16.1,4.45,10.3,13.9,,,,,1.0,,
