day,AWND,PRCP,TMAX,TMIN,WSF2,WSF5,WT01,WT02,WT03,WT08
2024-01-01,4.1,0.0,9.45,1.1,10.3,13.4,,,,
2024-01-02,1.7000000000000002,0.0,11.95,-1.3,5.8,7.6,,,,
2024-01-03,1.5,0.8,7.75,-1.85,4.0,5.4,,,,
2024-01-04,3.0999999999999996,2.1,11.149999999999999,-0.25,7.6,10.3,,,,
2024-01-05,4.05,7.9,11.399999999999999,-1.6,8.1,11.6,1.0,,,
2024-01-06,3.55,321.7,10.0,3.9,10.7,13.9,1.0,,,
2024-01-07,4.3,5.3,10.3,0.6000000000000001,10.3,15.7,,,,
2024-01-08,4.449999999999999,22.4,10.85,-1.05,9.8,15.7,1.0,,,
2024-01-09,5.949999999999999,668.7,12.2,4.4,13.4,20.1,1.0,,1.0,
2024-01-10,4.2,262.9,10.6,1.7,13.0,17.0,,,,
2024-01-11,1.9,0.0,16.95,-0.20000000000000007,6.7,9.4,,,,
2024-01-12,2.9,16.3,12.2,3.3499999999999996,9.8,14.3,1.0,1.0,1.0,
2024-01-13,4.35,135.70000000000002,9.7,-1.3,10.3,16.1,,,,
2024-01-14,2.4,0.8,14.15,-2.1,8.9,13.0,,,,
2024-01-15,1.55,0.0,16.1,4.199999999999999,5.8,8.5,,,,
2024-01-16,6.0,103.4,7.25,-7.949999999999999,12.5,16.1,1.0,,,
2024-01-17,3.0,1.5,3.3499999999999996,-10.75,8.1,10.3,,,,
2024-01-18,2.0,0.0,10.6,-5.699999999999999,6.7,9.8,,,,
2024-01-19,6.45,20.0,8.9,-2.95,13.9,21.0,1.0,,,
2024-01-20,5.8,0.0,-0.5,-8.5,9.4,13.9,,,,
2024-01-21,1.5,0.0,5.0,-10.45,6.3,8.5,,,,
2024-01-22,2.9499999999999997,0.0,10.0,-4.35,6.3,8.5,,,,
2024-01-23,3.55,8.8,11.1,5.0,6.7,10.3,1.0,,,1.0
2024-01-24,2.75,22.3,16.95,9.15,5.8,8.5,1.0,1.0,,
2024-01-25,2.85,516.0,22.2,15.55,11.2,16.5,1.0,1.0,1.0,1.0
2024-01-26,1.0499999999999998,166.0,20.3,14.2,4.0,5.4,1.0,1.0,,
2024-01-27,2.9000000000000004,29.299999999999997,18.9,13.350000000000001,10.7,17.0,1.0,1.0,,
2024-01-28,6.85,107.1,13.3,6.7,12.5,16.5,1.0,,,
2024-01-29,5.15,1.1,11.95,3.5999999999999996,10.3,13.9,,,,
2024-01-30,2.2,0.3,16.1,0.3,5.8,9.8,,,,
2024-01-31,4.3,10.9,12.75,4.15,8.9,13.9,,,,
2024-02-01,1.75,0.0,16.65,-0.2,4.5,7.6,,,,
2024-02-02,2.4,0.0,20.85,3.6,6.7,10.3,,,,
2024-02-03,4.1,0.0,16.7,5.3,10.3,13.4,,,,
2024-02-04,7.75,22.4,10.0,5.6,15.7,21.5,1.0,,,
2024-02-05,4.55,83.1,15.55,4.199999999999999,13.0,18.3,1.0,,,
2024-02-06,1.5999999999999999,17.0,18.3,1.4000000000000001,6.3,8.5,,,,
2024-02-07,1.5999999999999999,0.0,15.3,0.5999999999999999,7.2,11.6,,,,
2024-02-08,2.0,0.0,13.600000000000001,1.45,5.8,7.6,,,,
2024-02-09,1.4,0.0,17.5,7.2,4.5,6.3,,,,
2024-02-10,2.05,8.1,18.9,10.8,5.8,10.7,1.0,,,1.0
2024-02-11,2.75,97.5,19.7,15.6,6.7,9.8,1.0,,1.0,
2024-02-12,4.5,592.1,16.1,9.4,13.9,22.8,1.0,,1.0,
2024-02-13,5.7,277.7,13.600000000000001,4.15,13.0,18.8,,,,
2024-02-14,1.45,0.6,18.6,1.7,5.4,7.2,,,,
2024-02-15,1.85,0.0,20.6,2.5,6.7,9.8,,,,
2024-02-16,2.3,0.5,18.3,8.05,7.2,10.7,,,,
2024-02-17,5.9,6.0,13.350000000000001,2.2,10.7,16.1,1.0,,,1.0
2024-02-18,2.85,0.0,11.7,-0.75,7.2,9.8,,,,
2024-02-19,2.15,0.0,16.4,2.8,7.6,10.3,,,,
2024-02-20,0.65,0.0,16.7,0.34999999999999987,3.1,4.9,,,,
2024-02-21,1.35,0.0,19.15,0.8499999999999999,4.5,6.7,,,,
2024-02-22,3.15,0.0,21.1,4.45,9.8,14.8,,,,
2024-02-23,5.25,89.3,19.7,11.649999999999999,11.6,17.0,1.0,,,1.0
2024-02-24,5.15,0.6,18.35,5.25,13.9,20.1,,,,
2024-02-25,1.35,0.0,18.05,-0.25,4.5,7.2,,,,
2024-02-26,3.0,0.0,22.8,4.2,7.2,11.2,,,,
2024-02-27,4.65,0.6,23.05,13.850000000000001,9.4,18.3,,,,
